fiss,k,leap,score,dates
50,25,0,0.0748,1
50,25,15,0.2985,6
50,25,20,0.2669,7
50,25,25,0.2167,6
50,25,30,0.1571,7
50,50,0,0.0656,1
50,50,15,0.1015,4
50,50,20,0.0351,3
50,50,25,0.0259,3
50,50,30,0.0169,4
50,75,0,0.0643,1
50,75,15,0.0834,4
50,75,20,0.028,3
50,75,25,0.0221,3
50,75,30,0.0215,4
50,100,0,0.0676,1
50,100,15,0.0829,4
50,100,20,0.0284,3
50,100,25,0.0229,3
50,100,30,0.0216,4
75,25,0,0.0,0
75,25,15,0.0452,4
75,25,20,0.1278,6
75,25,25,0.2904,8
75,25,30,0.3186,7
75,50,0,0.065,2
75,50,15,0.186,7
75,50,20,0.1081,5
75,50,25,0.0996,4
75,50,30,0.0837,4
75,75,0,0.0515,1
75,75,15,0.13,6
75,75,20,0.1005,5
75,75,25,0.0891,4
75,75,30,0.05,3
75,100,0,0.0499,1
75,100,15,0.1202,6
75,100,20,0.0981,4
75,100,25,0.0851,4
75,100,30,0.0387,3
100,25,0,0.0001,1
100,25,15,0.0337,5
100,25,20,0.1436,7
100,25,25,0.2167,9
100,25,30,0.2956,9
100,50,0,0.0281,1
100,50,15,0.1248,7
100,50,20,0.2658,7
100,50,25,0.3078,7
100,50,30,0.3534,7
100,75,0,0.0115,3
100,75,15,0.153,7
100,75,20,0.1007,5
100,75,25,0.0995,4
100,75,30,0.0779,4
100,100,0,0.0465,1
100,100,15,0.1289,6
100,100,20,0.0999,5
100,100,25,0.0891,4
100,100,30,0.0498,3
125,25,0,0.026,1
125,25,15,0.074,5
125,25,20,0.1396,6
125,25,25,0.2408,7
125,25,30,0.2751,7
125,50,0,0.0674,1
125,50,15,0.1706,8
125,50,20,0.3258,8
125,50,25,0.2828,7
125,50,30,0.2216,6
125,75,0,0.0674,1
125,75,15,0.1561,6
125,75,20,0.1173,4
125,75,25,0.1001,4
125,75,30,0.0638,4
125,100,0,0.0378,1
125,100,15,0.117,4
125,100,20,0.0891,3
125,100,25,0.0328,4
125,100,30,0.0343,3
150,25,0,0.0,0
150,25,15,0.0131,2
150,25,20,0.0214,7
150,25,25,0.1659,8
150,25,30,0.2551,8
150,50,0,0.0125,1
150,50,15,0.1104,6
150,50,20,0.1783,9
150,50,25,0.3065,8
150,50,30,0.332,8
150,75,0,0.0275,1
150,75,15,0.0796,7
150,75,20,0.3192,7
150,75,25,0.3117,7
150,75,30,0.2285,7
150,100,0,0.067,2
150,100,15,0.1464,7
150,100,20,0.0845,4
150,100,25,0.087,4
150,100,30,0.0415,3

Cult: tupi | Start: 2500 | Site: altamira | Veg: 0.0
