fiss,k,leap,score,dates
125,50,15,0.2468,6
100,25,25,0.2432,6
150,50,20,0.2161,6
150,25,25,0.1856,6
150,100,25,0.1714,6
75,75,25,0.1653,6
150,50,25,0.2626,5
125,25,25,0.2543,5
75,25,25,0.2355,5
150,25,30,0.2314,5
100,50,20,0.2078,5
125,25,20,0.1823,5
100,75,30,0.1454,5
100,100,25,0.1424,5
75,100,25,0.1419,5
75,50,30,0.1411,5
75,25,20,0.1241,5
100,50,15,0.0899,5
100,25,20,0.0892,5
50,25,15,0.1849,4
50,25,30,0.0741,4
50,50,30,0.0942,4
50,75,30,0.0776,4
50,100,30,0.0781,4
75,50,15,0.0207,4
75,50,20,0.0092,4
75,50,25,0.1271,4
100,25,15,0.0921,4
100,25,30,0.2166,4
100,75,15,0.0921,4
100,75,20,0.0709,4
100,75,25,0.1413,4
125,50,20,0.1826,4
125,75,25,0.1523,4
125,75,30,0.1466,4
125,100,20,0.1121,4
125,100,25,0.137,4
150,50,30,0.1779,4
150,75,15,0.1155,4
150,75,30,0.1088,4
150,100,15,0.0932,4
50,25,20,0.1645,3
50,25,25,0.0983,3
50,50,20,0.1491,3
50,50,25,0.1339,3
50,75,20,0.1378,3
50,75,25,0.1209,3
50,100,20,0.1394,3
50,100,25,0.1243,3
75,25,15,0.0677,3
75,25,30,0.2096,3
75,75,15,0.0784,3
75,75,30,0.141,3
75,100,15,0.0792,3
75,100,30,0.1422,3
100,50,25,0.1677,3
100,50,30,0.1543,3
100,100,15,0.0783,3
100,100,30,0.142,3
125,25,15,0.071,3
125,25,30,0.1617,3
125,50,25,0.1359,3
125,50,30,0.0845,3
125,75,15,0.1007,3
125,100,15,0.0103,3
125,100,30,0.1344,3
150,25,15,0.1219,3
150,25,20,0.066,3
150,50,15,0.105,3
150,75,20,0.2188,3
150,75,25,0.1675,3
150,100,30,0.1366,3
50,75,15,0.0318,2
50,100,15,0.0318,2
75,75,20,0.0696,2
125,75,20,0.0066,2
150,100,20,0.0701,2
50,25,0,0.0509,1
50,50,0,0.0692,1
50,50,15,0.0003,1
50,75,0,0.0692,1
50,100,0,0.0688,1
75,50,0,0.0678,1
75,75,0,0.0622,1
75,100,0,0.0696,1
75,100,20,0.0317,1
100,75,0,0.043,1
100,100,0,0.0672,1
100,100,20,0,1
125,75,0,0.0336,1
125,100,0,0.0418,1
150,75,0,0.002,1
150,100,0,0.0704,1
75,25,0,0,0
100,25,0,0,0
100,50,0,0,0
125,25,0,0,0
125,50,0,0,0
150,25,0,0,0
150,50,0,0,0
,,,,
Cult: tupi | Start: 2500 | Site: altamira | Veg: 0.5,,,,
