name,x,y,score,year
dates/tupi/queimada_nova.txt, 1.89112e+06, 2.57412e+06, 0, -1
dates/tupi/alto_parana.txt, 787924, 1.20189e+06, 0, 2790
dates/tupi/morro_grande_b.txt, 1.71512e+06, 974134, 0.893036, 1559
dates/tupi/pedra_talhada_b.txt, 1.22065e+06, 2.0506e+06, 0.748333, 1397
dates/tupi/caldeirao.txt, 1.04797e+06, 2.97745e+06, 0, -1
