veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,100,5,30,0.2542,5
0.4,0.23,150,0.02,100,5,30,0.2155,4
0.4,0.23,100,0.04,50,5,30,0.1016,4
0.4,0.23,150,0.02,100,5,10,0.2601,3
0.4,0.23,150,0.02,50,15,30,0.2452,3
0.4,0.23,150,0.03,50,10,30,0.2412,3
0.4,0.23,50,0.04,10,15,30,0.2121,3
0.4,0.23,50,0.04,10,15,10,0.2015,3
0.4,0.23,150,0.02,50,15,10,0.1789,3
0.4,0.23,150,0.03,50,10,10,0.1749,3
0.4,0.23,150,0.04,100,0,30,0.1047,3
0.4,0.23,100,0.03,50,0,10,0.0862,3
0.4,0.23,150,0.04,50,5,10,0.0452,3
-1,0.23,50,0.02,10,15,10,0.2052,2
-1,0.23,150,0.02,50,10,30,0.1848,2
-1,0.23,50,0.02,10,5,10,0.1619,2
-1,0.23,150,0.03,50,5,10,0.1611,2
-1,0.23,50,0.03,10,10,30,0.1128,2
-1,0.23,50,0.02,10,0,30,0.0721,2
0.4,0.23,150,0.03,50,5,10,0.0719,2
0.4,0.23,150,0.04,100,0,10,0.0425,2
0.4,0.23,150,0.04,50,0,10,0.018,2
0.4,0.23,100,0.02,50,10,10,0.0177,2
0.4,0.23,100,0.03,50,5,10,0.0156,2
0.4,0.23,150,0.04,50,10,10,0.0154,2
-1,0.23,50,0.02,10,15,30,0.0151,2
0.4,0.23,100,0.02,50,10,30,0.0146,2
-1,0.23,50,0.03,10,5,10,0.0058,2
-1,0.23,100,0.02,50,5,30,0.0033,2
-1,0.23,50,0.04,10,5,30,0.002,2
-1,0.23,50,0.02,10,5,30,0.0437,1
-1,0.23,50,0.02,10,10,10,0.0866,1
-1,0.23,50,0.02,10,10,30,0.0716,1
-1,0.23,50,0.03,10,0,10,0.008,1
-1,0.23,50,0.03,10,0,30,0.0019,1
-1,0.23,50,0.03,10,5,30,0.0005,1
-1,0.23,50,0.03,10,10,10,0.1154,1
-1,0.23,50,0.03,10,15,10,0.0021,1
-1,0.23,50,0.03,10,15,30,0.0064,1
-1,0.23,50,0.04,10,0,10,0.0091,1
-1,0.23,50,0.04,10,0,30,0.0192,1
-1,0.23,50,0.04,10,10,10,0.0204,1
-1,0.23,100,0.02,50,5,10,0.0006,1
-1,0.23,100,0.03,50,0,10,0.0001,1
-1,0.23,100,0.03,50,0,30,0.0018,1
-1,0.23,100,0.04,50,0,30,0.0032,1
-1,0.23,150,0.02,50,0,10,0.1087,1
-1,0.23,150,0.02,50,0,30,0.0214,1
-1,0.23,150,0.02,50,5,10,0.0696,1
-1,0.23,150,0.02,50,5,30,0.0016,1
-1,0.23,150,0.02,50,10,10,0.0885,1
-1,0.23,150,0.02,100,0,10,0.084,1
-1,0.23,150,0.02,100,0,30,0.1205,1
-1,0.23,150,0.03,50,0,10,0.1116,1
-1,0.23,150,0.03,50,0,30,0.0505,1
-1,0.23,150,0.03,50,5,30,0.0002,1
0.4,0.23,50,0.03,10,10,10,0.0162,1
0.4,0.23,50,0.03,10,10,30,0.0135,1
0.4,0.23,50,0.03,10,15,30,0.0122,1
0.4,0.23,50,0.04,10,10,10,0.0362,1
0.4,0.23,50,0.04,10,10,30,0.0378,1
0.4,0.23,100,0.02,50,15,10,0.0153,1
0.4,0.23,100,0.02,50,15,30,0.0153,1
0.4,0.23,100,0.03,50,5,30,0.0001,1
0.4,0.23,100,0.03,50,10,10,0.0153,1
0.4,0.23,100,0.03,50,10,30,0.0153,1
0.4,0.23,100,0.03,50,15,10,0.0153,1
0.4,0.23,100,0.03,50,15,30,0.0153,1
0.4,0.23,100,0.04,50,0,10,0.0153,1
0.4,0.23,100,0.04,50,0,30,0.0087,1
0.4,0.23,100,0.04,50,5,10,0.0153,1
0.4,0.23,100,0.04,50,10,10,0.0153,1
0.4,0.23,100,0.04,50,10,30,0.0153,1
0.4,0.23,100,0.04,50,15,10,0.0153,1
0.4,0.23,100,0.04,50,15,30,0.0153,1
0.4,0.23,150,0.02,50,10,30,0.1163,1
