veg,max,fiss,r,k,leap,perm,score,dates
0.0,0.25,50,0.02,10,0,10,0.0,0
0.0,0.25,50,0.02,10,0,20,0.0,0
0.0,0.25,50,0.02,10,0,30,0.0,0
0.0,0.25,50,0.02,10,5,10,0.0,0
0.0,0.25,50,0.02,10,5,20,0.0,0
0.0,0.25,50,0.02,10,5,30,0.0,0
0.0,0.25,50,0.02,10,15,10,0.0,0
0.0,0.25,50,0.02,10,15,20,0.0,0
0.0,0.25,50,0.02,10,15,30,0.0,0
0.0,0.25,50,0.03,10,0,10,0.2581,3
0.0,0.25,50,0.03,10,0,20,0.0014,1
0.0,0.25,50,0.03,10,0,30,0.126,1
0.0,0.25,50,0.03,10,5,10,0.2582,3
0.0,0.25,50,0.03,10,5,20,0.0,0
0.0,0.25,50,0.03,10,5,30,0.0,0
0.0,0.25,50,0.03,10,15,10,0.2371,3
0.0,0.25,50,0.03,10,15,20,0.1178,3
0.0,0.25,50,0.03,10,15,30,0.2091,3
0.0,0.25,50,0.04,10,0,10,0.0009,1
0.0,0.25,50,0.04,10,0,20,0.233,3
0.0,0.25,50,0.04,10,0,30,0.0056,2
0.0,0.25,50,0.04,10,5,10,0.0002,1
0.0,0.25,50,0.04,10,5,20,0.1239,2
0.0,0.25,50,0.04,10,5,30,0.0158,2
0.0,0.25,50,0.04,10,15,10,0.0342,1
0.0,0.25,50,0.04,10,15,20,0.0,0
0.0,0.25,50,0.04,10,15,30,0.0001,1
0.0,0.25,100,0.02,10,0,10,0.0,0
0.0,0.25,100,0.02,10,0,20,0.0,0
0.0,0.25,100,0.02,10,0,30,0.0,0
0.0,0.25,100,0.02,10,5,10,0.0,0
0.0,0.25,100,0.02,10,5,20,0.0,0
0.0,0.25,100,0.02,10,5,30,0.0,0
0.0,0.25,100,0.02,10,15,10,0.0,0
0.0,0.25,100,0.02,10,15,20,0.0,0
0.0,0.25,100,0.02,10,15,30,0.0,0
0.0,0.25,100,0.02,50,0,10,0.042,1
0.0,0.25,100,0.02,50,0,20,0.073,2
0.0,0.25,100,0.02,50,0,30,0.0478,1
0.0,0.25,100,0.02,50,5,10,0.0394,1
0.0,0.25,100,0.02,50,5,20,0.2021,2
0.0,0.25,100,0.02,50,5,30,0.0701,2
0.0,0.25,100,0.02,50,15,10,0.0,0
0.0,0.25,100,0.02,50,15,20,0.0004,1
0.0,0.25,100,0.02,50,15,30,0.1383,2
0.0,0.25,100,0.03,10,0,10,0.0,0
0.0,0.25,100,0.03,10,0,20,0.0,0
0.0,0.25,100,0.03,10,0,30,0.0,0
0.0,0.25,100,0.03,10,5,10,0.0,0
0.0,0.25,100,0.03,10,5,20,0.0,0
0.0,0.25,100,0.03,10,5,30,0.0,0
0.0,0.25,100,0.03,10,15,10,0.0,0
0.0,0.25,100,0.03,10,15,20,0.0,0
0.0,0.25,100,0.03,10,15,30,0.0,0
0.0,0.25,100,0.03,50,0,10,0.1381,1
0.0,0.25,100,0.03,50,0,20,0.0379,1
0.0,0.25,100,0.03,50,0,30,0.0982,2
0.0,0.25,100,0.03,50,5,10,0.0172,1
0.0,0.25,100,0.03,50,5,20,0.0006,1
0.0,0.25,100,0.03,50,5,30,0.1997,2
0.0,0.25,100,0.03,50,15,10,0.0,0
0.0,0.25,100,0.03,50,15,20,0.0,0
0.0,0.25,100,0.03,50,15,30,0.0,0
0.0,0.25,100,0.04,10,0,10,0.0,0
0.0,0.25,100,0.04,10,0,20,0.0,0
0.0,0.25,100,0.04,10,0,30,0.0,0
0.0,0.25,100,0.04,10,5,10,0.0,0
0.0,0.25,100,0.04,10,5,20,0.0,0
0.0,0.25,100,0.04,10,5,30,0.0,0
0.0,0.25,100,0.04,10,15,10,0.0,0
0.0,0.25,100,0.04,10,15,20,0.0,0
0.0,0.25,100,0.04,10,15,30,0.0,0
0.0,0.25,100,0.04,50,0,10,0.0,0
0.0,0.25,100,0.04,50,0,20,0.0009,1
0.0,0.25,100,0.04,50,0,30,0.0317,2
0.0,0.25,100,0.04,50,5,10,0.0,0
0.0,0.25,100,0.04,50,5,20,0.0219,1
0.0,0.25,100,0.04,50,5,30,0.0646,1
0.0,0.25,100,0.04,50,15,10,0.0,0
0.0,0.25,100,0.04,50,15,20,0.0,0
0.0,0.25,100,0.04,50,15,30,0.0,0
0.0,0.25,150,0.02,10,0,10,0.0,0
0.0,0.25,150,0.02,10,0,20,0.0,0
0.0,0.25,150,0.02,10,0,30,0.0,0
0.0,0.25,150,0.02,10,5,10,0.0,0
