veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.02,100,5,20,0.2367,6
0.4,0.23,100,0.02,50,10,20,0.2034,4
-1,0.23,150,0.02,100,5,20,0.1685,4
0.4,0.23,150,0.04,50,0,10,0.1231,4
0.4,0.23,150,0.03,50,10,30,0.1177,4
0.4,0.23,100,0.04,50,5,30,0.3611,3
-1,0.23,150,0.03,50,10,20,0.2482,3
-1,0.23,50,0.04,10,10,20,0.2089,3
-1,0.23,150,0.02,100,5,30,0.1914,3
0.4,0.23,100,0.02,50,10,30,0.1771,3
-1,0.23,50,0.04,10,0,30,0.1437,3
0.4,0.23,150,0.02,50,15,30,0.1416,3
-1,0.23,150,0.03,50,5,30,0.13,3
0.4,0.23,150,0.02,50,15,20,0.1203,3
-1,0.23,100,0.02,50,10,30,0.1171,3
-1,0.23,100,0.02,50,10,20,0.1071,3
0.4,0.23,150,0.04,100,0,20,0.1006,3
-1,0.23,100,0.02,50,10,10,0.0806,3
-1,0.23,50,0.04,10,5,30,0.0559,3
0.4,0.23,150,0.03,100,5,30,0.0409,3
-1,0.23,50,0.03,10,0,10,0.0577,2
-1,0.23,50,0.03,10,0,20,0.1715,2
-1,0.23,50,0.03,10,5,10,0.0718,2
-1,0.23,50,0.03,10,5,20,0.0968,2
-1,0.23,50,0.03,10,10,10,0.1341,2
-1,0.23,50,0.03,10,10,20,0.1462,2
-1,0.23,50,0.03,10,10,30,0.1525,2
-1,0.23,50,0.03,10,15,10,0.1426,2
-1,0.23,50,0.03,10,15,20,0.0399,2
-1,0.23,50,0.03,10,15,30,0.1133,2
-1,0.23,50,0.04,10,0,20,0.124,2
-1,0.23,50,0.04,10,5,20,0.1851,2
-1,0.23,50,0.04,10,15,10,0.1393,2
-1,0.23,50,0.04,10,15,20,0.1002,2
-1,0.23,50,0.04,10,15,30,0.0776,2
-1,0.23,100,0.02,50,0,20,0.1403,2
-1,0.23,100,0.02,50,5,20,0.1931,2
-1,0.23,100,0.03,50,0,30,0.1883,2
-1,0.23,100,0.03,50,5,10,0.1147,2
-1,0.23,100,0.03,50,5,20,0.0324,2
-1,0.23,100,0.03,50,5,30,0.1585,2
-1,0.23,100,0.04,50,5,20,0.0367,2
-1,0.23,100,0.04,50,5,30,0.1892,2
-1,0.23,150,0.02,50,0,10,0.1107,2
-1,0.23,150,0.02,50,5,10,0.1193,2
-1,0.23,150,0.02,50,10,10,0.1304,2
-1,0.23,150,0.02,50,10,20,0.2168,2
-1,0.23,150,0.02,50,10,30,0.1549,2
-1,0.23,150,0.02,50,15,20,0.047,2
-1,0.23,150,0.02,100,0,20,0.1328,2
-1,0.23,150,0.02,100,0,30,0.0916,2
-1,0.23,150,0.03,50,0,20,0.137,2
-1,0.23,150,0.03,50,0,30,0.0193,2
-1,0.23,150,0.03,50,10,10,0.1429,2
-1,0.23,150,0.03,50,10,30,0.1235,2
-1,0.23,150,0.03,100,0,30,0.1455,2
-1,0.23,150,0.03,100,5,30,0.0047,2
-1,0.23,150,0.04,50,0,30,0.1373,2
-1,0.23,150,0.04,50,5,20,0.1702,2
0.4,0.23,50,0.03,10,15,20,0.1919,2
0.4,0.23,50,0.03,10,15,30,0.0823,2
0.4,0.23,50,0.04,10,10,10,0.0596,2
0.4,0.23,50,0.04,10,10,20,0.1288,2
0.4,0.23,50,0.04,10,10,30,0.1228,2
0.4,0.23,50,0.04,10,15,10,0.0683,2
0.4,0.23,50,0.04,10,15,20,0.1155,2
0.4,0.23,50,0.04,10,15,30,0.1109,2
0.4,0.23,100,0.02,50,10,10,0.2546,2
0.4,0.23,100,0.03,50,5,10,0.2034,2
0.4,0.23,100,0.03,50,10,30,0.0408,2
0.4,0.23,100,0.04,50,5,20,0.0786,2
0.4,0.23,150,0.02,50,15,10,0.1378,2
0.4,0.23,150,0.02,100,5,30,0.182,2
0.4,0.23,150,0.03,50,10,10,0.1458,2
0.4,0.23,150,0.03,50,10,20,0.1965,2
-1,0.23,50,0.02,10,15,30,0.1287,1
-1,0.23,50,0.03,10,0,30,0.0005,1
-1,0.23,50,0.03,10,5,30,0.0161,1
-1,0.23,50,0.04,10,10,10,0.0028,1
-1,0.23,100,0.02,50,0,10,0.0391,1
-1,0.23,100,0.02,50,0,30,0.0414,1
-1,0.23,100,0.02,50,5,10,0.0072,1
-1,0.23,100,0.02,50,5,30,0.0197,1
-1,0.23,100,0.02,50,15,20,0.0019,1
-1,0.23,100,0.02,50,15,30,0.0037,1
-1,0.23,100,0.03,50,0,10,0.1258,1
-1,0.23,100,0.03,50,0,20,0.0063,1
-1,0.23,100,0.03,50,10,20,0.0005,1
-1,0.23,100,0.04,50,0,20,0.0515,1
-1,0.23,100,0.04,50,0,30,0.0324,1
-1,0.23,100,0.04,50,5,10,0.1254,1
-1,0.23,150,0.02,50,0,20,0.0778,1
-1,0.23,150,0.02,50,0,30,0.0014,1
-1,0.23,150,0.02,50,5,20,0.0174,1
-1,0.23,150,0.02,50,5,30,0.1277,1
-1,0.23,150,0.02,50,15,10,0.0016,1
-1,0.23,150,0.02,50,15,30,0.1398,1
-1,0.23,150,0.02,100,0,10,0.0117,1
-1,0.23,150,0.02,100,5,10,0.0018,1
-1,0.23,150,0.03,50,5,10,0.0161,1
-1,0.23,150,0.03,50,5,20,0.0296,1
-1,0.23,150,0.03,50,15,20,0.0003,1
-1,0.23,150,0.03,50,15,30,0.0003,1
-1,0.23,150,0.03,100,0,20,0.0236,1
-1,0.23,150,0.04,50,0,20,0.0001,1
-1,0.23,150,0.04,50,5,10,0.0317,1
-1,0.23,150,0.04,50,5,30,0.0006,1
-1,0.23,150,0.04,100,0,10,0.0368,1
-1,0.23,150,0.04,100,0,20,0.1373,1
-1,0.23,150,0.04,100,0,30,0.12,1
0.4,0.23,50,0.02,10,15,30,0,1
0.4,0.23,50,0.03,10,10,10,0.0058,1
0.4,0.23,50,0.03,10,15,10,0.0116,1
0.4,0.23,100,0.02,50,15,30,0.0002,1
0.4,0.23,100,0.03,50,0,10,0.0165,1
0.4,0.23,100,0.03,50,5,20,0.0134,1
0.4,0.23,100,0.03,50,5,30,0.0137,1
0.4,0.23,100,0.04,50,5,10,0.0017,1
0.4,0.23,150,0.02,50,10,10,0.0196,1
0.4,0.23,150,0.02,50,10,20,0.0134,1
0.4,0.23,150,0.02,50,10,30,0.1391,1
0.4,0.23,150,0.02,100,5,10,0.01,1
0.4,0.23,150,0.03,50,5,10,0.0134,1
0.4,0.23,150,0.03,50,5,20,0.0137,1
0.4,0.23,150,0.04,50,5,10,0.043,1
0.4,0.23,150,0.04,50,5,20,0.0134,1
0.4,0.23,150,0.04,50,10,20,0.0002,1
0.4,0.23,150,0.04,50,10,30,0.0004,1
0.4,0.23,150,0.04,100,0,10,0.1211,1
0.5,0.23,100,0.04,50,15,10,0.0704,1
0.5,0.23,100,0.04,50,15,20,0.0055,1
0.5,0.23,150,0.03,100,15,30,0.0704,1
-1,0.23,50,0.02,10,0,10,0,0
-1,0.23,50,0.02,10,0,20,0,0
-1,0.23,50,0.02,10,0,30,0,0
-1,0.23,50,0.02,10,5,10,0,0
-1,0.23,50,0.02,10,5,20,0,0
-1,0.23,50,0.02,10,5,30,0,0
-1,0.23,50,0.02,10,10,10,0,0
-1,0.23,50,0.02,10,10,20,0,0
-1,0.23,50,0.02,10,10,30,0,0
-1,0.23,50,0.02,10,15,10,0,0
-1,0.23,50,0.02,10,15,20,0,0
