veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,100,5,30,0.2168,4
0.4,0,150,0.02,50,5,30,0.4283,3
0.4,0.23,150,0.02,100,5,30,0.3447,3
0.4,0,50,0.03,10,0,30,0.2207,3
0.4,0,150,0.02,50,0,30,0.2193,3
0.4,0.23,150,0.04,100,0,30,0.1676,3
0.4,0.23,100,0.03,50,0,10,0.1379,3
0.4,0.23,100,0.04,50,5,30,0.1245,3
-1,0.23,50,0.02,10,15,10,0.3283,2
0.4,0,50,0.02,10,10,10,0.0235,2
0.4,0,50,0.02,10,10,30,0.0117,2
0.4,0,50,0.02,10,15,30,0.0522,2
0.4,0,100,0.02,50,0,30,0.0507,2
0.4,0.23,100,0.02,50,10,30,0.0233,2
0.4,0.23,150,0.03,50,5,10,0.1151,2
0.5,0,50,0.03,10,15,30,0.2757,2
0.5,0,50,0.04,10,10,30,0.1126,2
0.5,0,150,0.02,50,15,10,0.1113,2
0.5,0,150,0.02,50,15,30,0.3189,2
0.5,0,150,0.03,50,0,10,0.0035,2
0.5,0,150,0.03,50,5,10,0.0487,2
0.5,0,150,0.04,100,0,30,0.031,2
-1,0,50,0.02,10,0,10,0.0685,1
-1,0,50,0.02,10,0,30,0.0013,1
-1,0,50,0.02,10,5,10,0.1974,1
-1,0,50,0.02,10,5,30,0.0182,1
-1,0,50,0.02,10,10,10,0.0918,1
-1,0,50,0.02,10,15,10,0.0054,1
-1,0,50,0.02,10,15,30,0.0728,1
-1,0.23,50,0.02,10,0,30,0.068,1
-1,0.23,50,0.02,10,5,10,0.1998,1
-1,0.23,50,0.02,10,5,30,0.07,1
-1,0.23,50,0.02,10,15,30,0.0184,1
-1,0.23,50,0.03,10,0,10,0.0128,1
-1,0.23,50,0.03,10,0,30,0.003,1
-1,0.23,50,0.03,10,5,10,0.0091,1
-1,0.23,50,0.03,10,5,30,0.0009,1
-1,0.23,50,0.03,10,10,30,0.1772,1
-1,0.23,50,0.04,10,0,10,0.0146,1
-1,0.23,50,0.04,10,0,30,0.0307,1
-1,0.23,50,0.04,10,5,30,0.0029,1
-1,0.23,50,0.04,10,10,10,0.0326,1
-1,0.23,100,0.02,50,5,30,0.0052,1
-1,0.23,100,0.03,50,0,10,0.0002,1
-1,0.23,100,0.03,50,0,30,0.0029,1
-1,0.23,100,0.04,50,0,30,0.0052,1
-1,0.23,150,0.02,50,0,10,0.1739,1
-1,0.23,150,0.02,50,0,30,0.0342,1
-1,0.23,150,0.02,50,5,10,0.1114,1
-1,0.23,150,0.02,50,5,30,0.0026,1
-1,0.23,150,0.02,50,10,30,0.1984,1
-1,0.23,150,0.02,100,0,30,0.1929,1
-1,0.23,150,0.03,50,0,10,0.1785,1
-1,0.23,150,0.03,50,0,30,0.0808,1
-1,0.23,150,0.03,50,5,10,0.1809,1
0.4,0,50,0.02,10,0,10,0.191,1
0.4,0,50,0.02,10,5,10,0.0729,1
0.4,0,50,0.03,10,5,30,0.0163,1
0.4,0.23,50,0.03,10,10,10,0.0259,1
0.4,0.23,50,0.03,10,10,30,0.0217,1
0.4,0.23,50,0.03,10,15,30,0.0196,1
0.4,0.23,50,0.04,10,10,10,0.0579,1
0.4,0.23,50,0.04,10,10,30,0.0604,1
0.4,0.23,50,0.04,10,15,10,0.1152,1
0.4,0.23,50,0.04,10,15,30,0.1929,1
0.4,0.23,100,0.03,50,5,30,0.0001,1
0.4,0.23,100,0.04,50,0,30,0.0139,1
0.4,0.23,150,0.02,50,10,30,0.1861,1
0.4,0.23,150,0.02,50,15,10,0.0927,1
0.4,0.23,150,0.02,50,15,30,0.1978,1
0.4,0.23,150,0.02,100,5,10,0.1956,1
0.4,0.23,150,0.03,50,0,10,0.0269,1
0.4,0.23,150,0.03,50,10,10,0.061,1
0.4,0.23,150,0.03,50,10,30,0.1927,1
0.4,0.23,150,0.04,50,0,10,0.0043,1
0.4,0.23,150,0.04,50,5,10,0.0048,1
0.4,0.23,150,0.04,50,5,30,0.0148,1
0.4,0.23,150,0.04,50,10,10,0.0002,1
0.4,0.23,150,0.04,100,0,10,0.0435,1
0.5,0,50,0.02,10,0,10,0.0515,1
0.5,0,50,0.02,10,0,30,0.197,1
0.5,0,50,0.02,10,5,30,0.1993,1
0.5,0,50,0.02,10,10,30,0.0197,1
0.5,0,50,0.03,10,0,10,0.0001,1
0.5,0,50,0.03,10,10,10,0.0338,1
