veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,100,5,30,0.2906,5
0.4,0.23,150,0.02,100,5,30,0.2463,4
0.4,0.23,100,0.04,50,5,30,0.1161,4
0.4,0,150,0.02,50,5,30,0.3059,3
0.4,0.23,150,0.02,100,5,10,0.2973,3
0.4,0.23,150,0.02,50,15,30,0.2802,3
0.4,0.23,150,0.03,50,10,30,0.2756,3
0.4,0.23,50,0.04,10,15,30,0.2424,3
0.4,0.23,50,0.04,10,15,10,0.2302,3
0.4,0.23,150,0.02,50,15,10,0.2044,3
0.4,0.23,150,0.03,50,10,10,0.1999,3
0.4,0,50,0.03,10,0,30,0.1577,3
0.4,0,150,0.02,50,0,30,0.1566,3
0.4,0.23,150,0.04,100,0,30,0.1197,3
0.4,0.23,100,0.03,50,0,10,0.0985,3
0.4,0.23,150,0.04,50,5,10,0.0516,3
-1,0,50,0.02,10,5,30,0.0242,3
0.4,0,50,0.02,10,10,30,0.0112,3
-1,0,50,0.02,10,0,30,0.0015,3
-1,0.23,50,0.02,10,0,30,0.0824,2
-1,0.23,50,0.02,10,5,10,0.185,2
-1,0.23,50,0.02,10,15,10,0.2345,2
-1,0.23,50,0.02,10,15,30,0.0172,2
-1,0.23,50,0.03,10,5,10,0.0067,2
-1,0.23,50,0.03,10,10,30,0.1289,2
-1,0.23,50,0.04,10,5,30,0.0023,2
-1,0.23,100,0.02,50,5,30,0.0037,2
-1,0.23,150,0.02,50,10,30,0.2112,2
-1,0.23,150,0.03,50,5,10,0.1841,2
0.4,0,50,0.02,10,5,10,0.0523,2
0.4,0,50,0.02,10,10,10,0.0168,2
0.4,0,50,0.02,10,15,30,0.0373,2
0.4,0,100,0.02,50,0,30,0.0362,2
0.4,0.23,100,0.02,50,10,10,0.0203,2
0.4,0.23,100,0.02,50,10,30,0.0167,2
0.4,0.23,100,0.03,50,5,10,0.0179,2
0.4,0.23,150,0.03,50,5,10,0.0822,2
0.4,0.23,150,0.04,50,0,10,0.0206,2
0.4,0.23,150,0.04,50,10,10,0.0176,2
0.4,0.23,150,0.04,100,0,10,0.0486,2
0.5,0,50,0.03,10,0,10,0.0001,2
0.5,0,50,0.03,10,15,30,0.1969,2
0.5,0,50,0.04,10,10,30,0.0804,2
0.5,0,100,0.03,50,0,30,0.0018,2
0.5,0,100,0.03,50,5,30,0.0457,2
0.5,0,150,0.02,50,10,30,0.0223,2
0.5,0,150,0.02,50,15,10,0.0795,2
0.5,0,150,0.02,50,15,30,0.2278,2
0.5,0,150,0.03,50,0,10,0.0025,2
0.5,0,150,0.03,50,5,10,0.0348,2
0.5,0,150,0.03,50,5,30,0.0001,2
0.5,0,150,0.03,100,0,30,0.0024,2
0.5,0,150,0.04,100,0,30,0.0222,2
-1,0,50,0.02,10,0,10,0.0489,1
-1,0,50,0.02,10,5,10,0.141,1
-1,0,50,0.02,10,10,10,0.0656,1
-1,0,50,0.02,10,15,10,0.0038,1
-1,0,50,0.02,10,15,30,0.052,1
-1,0.23,50,0.02,10,5,30,0.05,1
-1,0.23,50,0.02,10,10,10,0.0989,1
-1,0.23,50,0.02,10,10,30,0.0819,1
-1,0.23,50,0.03,10,0,10,0.0091,1
-1,0.23,50,0.03,10,0,30,0.0021,1
-1,0.23,50,0.03,10,5,30,0.0006,1
-1,0.23,50,0.03,10,10,10,0.1319,1
-1,0.23,50,0.03,10,15,10,0.0023,1
-1,0.23,50,0.03,10,15,30,0.0073,1
-1,0.23,50,0.04,10,0,10,0.0104,1
-1,0.23,50,0.04,10,0,30,0.022,1
-1,0.23,50,0.04,10,10,10,0.0233,1
-1,0.23,100,0.02,50,5,10,0.0007,1
-1,0.23,100,0.03,50,0,10,0.0001,1
-1,0.23,100,0.03,50,0,30,0.0021,1
-1,0.23,100,0.04,50,0,30,0.0037,1
-1,0.23,150,0.02,50,0,10,0.1242,1
-1,0.23,150,0.02,50,0,30,0.0244,1
-1,0.23,150,0.02,50,5,10,0.0796,1
-1,0.23,150,0.02,50,5,30,0.0019,1
-1,0.23,150,0.02,50,10,10,0.1012,1
-1,0.23,150,0.02,100,0,10,0.096,1
-1,0.23,150,0.02,100,0,30,0.1378,1
-1,0.23,150,0.03,50,0,10,0.1275,1
-1,0.23,150,0.03,50,0,30,0.0577,1
-1,0.23,150,0.03,50,5,30,0.0002,1
0.4,0,50,0.02,10,0,10,0.1364,1
0.4,0,50,0.02,10,0,30,0.1424,1
0.4,0,50,0.02,10,5,30,0.1387,1
0.4,0,50,0.03,10,0,10,0.0175,1
0.4,0,50,0.03,10,5,10,0.0175,1
0.4,0,50,0.03,10,5,30,0.0116,1
0.4,0,50,0.03,10,10,10,0.0175,1
0.4,0,50,0.03,10,15,10,0.0175,1
0.4,0,50,0.03,10,15,30,0.0175,1
0.4,0,50,0.04,10,0,10,0.0175,1
0.4,0,50,0.04,10,5,10,0.0176,1
0.4,0,50,0.04,10,10,10,0.0175,1
0.4,0,50,0.04,10,10,30,0.0175,1
0.4,0,50,0.04,10,15,10,0.0175,1
0.4,0,50,0.04,10,15,30,0.0175,1
0.4,0,100,0.02,50,0,10,0.0175,1
0.4,0,100,0.02,50,5,10,0.0175,1
0.4,0,100,0.02,50,10,10,0.0175,1
0.4,0,100,0.02,50,10,30,0.0175,1
0.4,0,100,0.02,50,15,10,0.0175,1
0.4,0,100,0.02,50,15,30,0.0175,1
0.4,0,100,0.03,50,0,10,0.0175,1
0.4,0,100,0.03,50,5,10,0.0175,1
0.4,0,100,0.03,50,5,30,0.036,1
0.4,0,100,0.03,50,10,10,0.0175,1
0.4,0,100,0.03,50,10,30,0.0175,1
0.4,0,100,0.03,50,15,10,0.0175,1
0.4,0,100,0.03,50,15,30,0.0175,1
0.4,0,100,0.04,50,0,10,0.0175,1
0.4,0,100,0.04,50,0,30,0.0175,1
0.4,0,100,0.04,50,5,10,0.0175,1
0.4,0,100,0.04,50,5,30,0.0175,1
0.4,0,100,0.04,50,10,10,0.0175,1
0.4,0,100,0.04,50,10,30,0.0175,1
0.4,0,100,0.04,50,15,10,0.0175,1
0.4,0,100,0.04,50,15,30,0.0175,1
0.4,0,150,0.02,50,0,10,0.0827,1
0.4,0,150,0.02,50,5,10,0.0447,1
0.4,0,150,0.02,50,10,10,0.0175,1
0.4,0,150,0.02,50,15,10,0.0175,1
0.4,0,150,0.02,50,15,30,0.0175,1
0.4,0,150,0.03,50,0,10,0.0175,1
0.4,0,150,0.03,50,5,10,0.0175,1
0.4,0,150,0.03,50,10,10,0.0175,1
0.4,0,150,0.03,50,10,30,0.0175,1
0.4,0,150,0.03,50,15,10,0.0175,1
0.4,0,150,0.03,50,15,30,0.0175,1
0.4,0,150,0.03,100,0,30,0.142,1
0.4,0,150,0.04,50,0,10,0.0175,1
0.4,0,150,0.04,50,0,30,0.0191,1
0.4,0,150,0.04,50,5,10,0.0175,1
0.4,0,150,0.04,50,5,30,0.0175,1
0.4,0,150,0.04,50,10,10,0.0175,1
0.4,0,150,0.04,50,10,30,0.0175,1
0.4,0,150,0.04,50,15,10,0.0175,1
0.4,0,150,0.04,50,15,30,0.0175,1
0.4,0,150,0.04,100,0,10,0.0175,1
0.4,0,150,0.04,100,0,30,0.0175,1
0.4,0.23,50,0.03,10,10,10,0.0185,1
0.4,0.23,50,0.03,10,10,30,0.0155,1
0.4,0.23,50,0.03,10,15,30,0.014,1
0.4,0.23,50,0.04,10,10,10,0.0414,1
0.4,0.23,50,0.04,10,10,30,0.0432,1
