veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.02,100,5,20,0.2399,6
0.4,0.23,150,0.04,50,5,20,0.1701,4
0.4,0.23,150,0.04,100,0,30,0.1524,4
0.4,0.23,100,0.02,50,10,20,0.152,4
0.4,0.23,150,0.04,100,0,20,0.1347,4
0.4,0.23,150,0.03,50,10,20,0.3554,3
0.4,0.23,150,0.03,50,10,30,0.2827,3
0.4,0.23,100,0.04,50,5,30,0.2765,3
-1,0.23,150,0.03,50,10,20,0.2559,3
0.4,0.23,100,0.02,50,10,10,0.1964,3
-1,0.23,50,0.04,10,10,20,0.1948,3
-1,0.23,150,0.02,100,5,30,0.1914,3
0.4,0.23,100,0.03,50,5,10,0.1847,3
0.4,0.23,150,0.03,50,10,10,0.1784,3
-1,0.23,150,0.02,100,5,20,0.167,3
-1,0.23,50,0.04,10,0,30,0.1441,3
-1,0.23,150,0.03,50,5,30,0.1299,3
-1,0.23,100,0.02,50,10,30,0.1171,3
0.4,0.23,150,0.02,50,15,20,0.1119,3
-1,0.23,100,0.02,50,10,20,0.1065,3
0.4,0.23,150,0.02,50,15,30,0.1043,3
0.4,0.23,150,0.03,100,5,30,0.0978,3
0.4,0.23,150,0.02,50,15,10,0.0926,3
0.4,0.23,100,0.04,50,5,20,0.0831,3
-1,0.23,100,0.02,50,10,10,0.08,3
-1,0.23,50,0.04,10,5,30,0.0559,3
-1,0.23,50,0.03,10,0,10,0.1347,2
-1,0.23,50,0.03,10,0,20,0.1715,2
-1,0.23,50,0.03,10,5,10,0.0629,2
-1,0.23,50,0.03,10,5,20,0.0968,2
-1,0.23,50,0.03,10,10,10,0.1391,2
-1,0.23,50,0.03,10,10,20,0.1462,2
-1,0.23,50,0.03,10,10,30,0.1525,2
-1,0.23,50,0.03,10,15,10,0.1327,2
-1,0.23,50,0.03,10,15,20,0.042,2
-1,0.23,50,0.03,10,15,30,0.1212,2
-1,0.23,50,0.04,10,0,20,0.1281,2
-1,0.23,50,0.04,10,5,20,0.1815,2
-1,0.23,50,0.04,10,15,10,0.1166,2
-1,0.23,50,0.04,10,15,20,0.1177,2
-1,0.23,50,0.04,10,15,30,0.0776,2
-1,0.23,100,0.02,50,0,20,0.1403,2
-1,0.23,100,0.02,50,5,20,0.1931,2
-1,0.23,100,0.03,50,0,30,0.1883,2
-1,0.23,100,0.03,50,5,10,0.1156,2
-1,0.23,100,0.03,50,5,20,0.0326,2
-1,0.23,100,0.03,50,5,30,0.1602,2
-1,0.23,100,0.04,50,5,20,0.031,2
-1,0.23,100,0.04,50,5,30,0.2088,2
-1,0.23,150,0.02,50,0,10,0.0981,2
-1,0.23,150,0.02,50,5,10,0.1189,2
-1,0.23,150,0.02,50,10,10,0.1203,2
-1,0.23,150,0.02,50,10,20,0.2168,2
-1,0.23,150,0.02,50,10,30,0.1549,2
-1,0.23,150,0.02,50,15,20,0.0476,2
-1,0.23,150,0.02,100,0,20,0.1337,2
-1,0.23,150,0.02,100,0,30,0.0916,2
-1,0.23,150,0.03,50,0,20,0.1145,2
-1,0.23,150,0.03,50,0,30,0.0193,2
-1,0.23,150,0.03,50,10,10,0.1416,2
-1,0.23,150,0.03,100,0,30,0.1455,2
-1,0.23,150,0.03,100,5,30,0.0047,2
-1,0.23,150,0.04,50,0,30,0.1373,2
-1,0.23,150,0.04,50,5,20,0.1702,2
0.4,0.23,50,0.03,10,10,20,0.1544,2
0.4,0.23,50,0.03,10,15,10,0.1188,2
0.4,0.23,50,0.04,10,10,20,0.0828,2
0.4,0.23,50,0.04,10,15,10,0.1167,2
0.4,0.23,50,0.04,10,15,20,0.1384,2
0.4,0.23,50,0.04,10,15,30,0.1888,2
0.4,0.23,100,0.02,50,10,30,0.126,2
0.4,0.23,100,0.02,50,15,30,0.0157,2
0.4,0.23,100,0.04,50,5,10,0.0029,2
0.4,0.23,150,0.02,100,5,30,0.1691,2
0.4,0.23,150,0.04,50,0,10,0.0327,2
0.4,0.23,150,0.04,50,5,10,0.0129,2
-1,0.23,50,0.02,10,15,30,0.1287,1
-1,0.23,50,0.03,10,0,30,0.0005,1
-1,0.23,50,0.03,10,5,30,0.0161,1
-1,0.23,50,0.04,10,10,10,0.0013,1
-1,0.23,100,0.02,50,0,10,0.0333,1
-1,0.23,100,0.02,50,0,30,0.0414,1
-1,0.23,100,0.02,50,5,10,0.0135,1
-1,0.23,100,0.02,50,5,30,0.0197,1
-1,0.23,100,0.02,50,15,20,0.0016,1
-1,0.23,100,0.02,50,15,30,0.0037,1
-1,0.23,100,0.03,50,0,10,0.0837,1
-1,0.23,100,0.03,50,0,20,0.0116,1
-1,0.23,100,0.03,50,10,20,0.0002,1
-1,0.23,100,0.04,50,0,20,0.0515,1
-1,0.23,100,0.04,50,0,30,0.0403,1
-1,0.23,100,0.04,50,5,10,0.096,1
-1,0.23,150,0.02,50,0,20,0.0778,1
-1,0.23,150,0.02,50,0,30,0.0014,1
-1,0.23,150,0.02,50,5,20,0.0174,1
-1,0.23,150,0.02,50,5,30,0.1277,1
-1,0.23,150,0.02,50,15,30,0.1398,1
-1,0.23,150,0.02,100,0,10,0.017,1
-1,0.23,150,0.02,100,5,10,0.0012,1
-1,0.23,150,0.03,50,0,10,0.0011,1
-1,0.23,150,0.03,50,5,10,0.0182,1
-1,0.23,150,0.03,50,5,20,0.0421,1
-1,0.23,150,0.03,50,10,30,0.1213,1
-1,0.23,150,0.03,50,15,30,0.0004,1
-1,0.23,150,0.03,100,0,20,0.0229,1
-1,0.23,150,0.04,50,5,10,0.0024,1
-1,0.23,150,0.04,50,5,30,0,1
-1,0.23,150,0.04,100,0,10,0.0368,1
-1,0.23,150,0.04,100,0,20,0.1322,1
-1,0.23,150,0.04,100,0,30,0.1186,1
0.4,0.23,50,0.02,10,15,20,0.0006,1
0.4,0.23,50,0.02,10,15,30,0.0108,1
0.4,0.23,50,0.03,10,15,30,0.1072,1
0.4,0.23,50,0.04,10,10,10,0.1072,1
0.4,0.23,50,0.04,10,10,30,0.1188,1
0.4,0.23,100,0.03,50,5,20,0.0161,1
0.4,0.23,100,0.03,50,5,30,0.0333,1
0.4,0.23,100,0.04,50,0,20,0.0143,1
0.4,0.23,150,0.02,50,10,10,0.0178,1
0.4,0.23,150,0.02,50,10,30,0.1147,1
0.4,0.23,150,0.02,100,5,10,0.0094,1
0.4,0.23,150,0.03,50,5,10,0.1428,1
0.4,0.23,150,0.04,50,5,30,0.0635,1
0.4,0.23,150,0.04,50,10,10,0.0681,1
0.4,0.23,150,0.04,100,0,10,0.0874,1
0.5,0.23,100,0.04,50,15,10,0,1
0.5,0.23,100,0.04,50,15,20,0.001,1
0.5,0.23,150,0.02,100,15,10,0.0006,1
0.5,0.23,150,0.03,100,15,20,0.0129,1
0.5,0.23,150,0.03,100,15,30,0,1
0.5,0.23,150,0.04,100,10,10,0.0104,1
0.5,0.23,150,0.04,100,10,20,0.0059,1
