veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,100,0.03,50,0,10,0.1504,4
0.4,0.23,150,0.02,50,15,10,0.0313,4
0,0.23,50,0.03,10,15,30,0.2144,3
0,0.23,150,0.02,50,0,10,0.2008,3
0,0.23,150,0.02,100,0,20,0.1934,3
0,0.23,150,0.03,100,0,30,0.1497,3
0.4,0.23,150,0.03,50,5,10,0.1326,3
0.4,0.23,150,0.03,100,5,30,0.0316,3
0.4,0.23,150,0.04,100,0,20,0.1358,3
0,0.23,50,0.03,10,0,20,0.0015,2
0,0.23,50,0.03,10,5,20,0.0304,2
0,0.23,50,0.03,10,15,20,0.176,2
0,0.23,50,0.04,10,0,30,0.0105,2
0,0.23,50,0.04,10,5,30,0.0437,2
0,0.23,50,0.04,10,15,30,0.2593,2
0,0.23,100,0.02,50,0,10,0.1339,2
0,0.23,100,0.02,50,0,20,0.066,2
0,0.23,100,0.02,50,5,20,0.127,2
0,0.23,100,0.02,50,15,30,0.1296,2
0,0.23,100,0.03,50,0,30,0.066,2
0,0.23,100,0.03,50,5,30,0.2396,2
0,0.23,100,0.04,50,0,30,0.0309,2
0,0.23,150,0.02,50,5,10,0.1392,2
0,0.23,150,0.02,50,15,20,0.02,2
0,0.23,150,0.02,100,0,30,0.0861,2
0,0.23,150,0.02,100,5,20,0.0051,2
0,0.23,150,0.02,100,5,30,0.2371,2
0,0.23,150,0.03,50,0,20,0.0425,2
0,0.23,150,0.03,50,0,30,0.063,2
0,0.23,150,0.03,50,5,30,0.1464,2
0,0.23,150,0.04,50,0,30,0.1554,2
0.4,0.23,50,0.04,10,15,20,0.0048,2
0.4,0.23,100,0.02,50,15,30,0.1454,2
0.4,0.23,100,0.03,50,5,10,0.023,2
0.4,0.23,100,0.03,50,5,20,0.1433,2
0.4,0.23,100,0.04,50,5,20,0.0701,2
0.4,0.23,100,0.04,50,5,30,0.0591,2
0.4,0.23,150,0.02,50,15,20,0.0095,2
0.4,0.23,150,0.02,50,15,30,0.1044,2
0.4,0.23,150,0.02,100,5,10,0.021,2
0.4,0.23,150,0.03,100,0,20,0.1305,2
0.4,0.23,150,0.04,50,5,20,0.155,2
0.4,0.23,150,0.04,100,0,30,0.0706,2
0,0.23,50,0.04,10,15,20,0.1414,1
