veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,100,5,30,0.368,4
0.4,0.23,150,0.02,100,5,30,0.3449,4
0.4,0.23,100,0.04,50,5,30,0.0991,3
0.4,0,50,0.02,10,10,30,0.0157,3
-1,0.23,50,0.02,10,15,10,0.3283,2
-1,0.23,150,0.03,50,5,10,0.2577,2
0.4,0,150,0.02,50,5,30,0.2297,2
0.4,0,50,0.03,10,0,30,0.2172,2
0.4,0,150,0.02,50,0,30,0.1808,2
0.4,0.23,100,0.03,50,0,10,0.1324,2
0.4,0.23,150,0.03,50,5,10,0.1151,2
0.4,0.23,150,0.04,100,0,30,0.1134,2
0.4,0,50,0.02,10,5,10,0.0732,2
0.5,0,100,0.03,50,5,30,0.064,2
0.5,0,150,0.02,50,10,30,0.0313,2
-1,0,50,0.02,10,5,30,0.0281,2
0.4,0.23,100,0.02,50,10,30,0.0233,2
0.5,0,150,0.03,100,0,30,0.0034,2
0.5,0,100,0.03,50,0,30,0.0025,2
-1,0,50,0.02,10,0,30,0.0015,2
0.5,0,50,0.03,10,0,10,0.0001,2
0.5,0,150,0.03,50,5,30,0.0001,2
-1,0.23,50,0.02,10,0,30,0.068,1
-1,0.23,50,0.02,10,5,10,0.1998,1
-1,0.23,50,0.02,10,5,30,0.07,1
-1,0.23,50,0.02,10,15,30,0.0184,1
-1,0.23,50,0.03,10,0,30,0.003,1
-1,0.23,50,0.03,10,5,10,0.0003,1
-1,0.23,50,0.03,10,5,30,0.0009,1
-1,0.23,50,0.03,10,10,10,0.1846,1
-1,0.23,50,0.03,10,10,30,0.0033,1
-1,0.23,50,0.03,10,15,10,0.0033,1
-1,0.23,50,0.03,10,15,30,0.0102,1
-1,0.23,50,0.04,10,0,10,0.0146,1
-1,0.23,50,0.04,10,5,30,0.0003,1
-1,0.23,50,0.04,10,10,10,0.0326,1
-1,0.23,100,0.02,50,5,10,0.001,1
-1,0.23,100,0.02,50,5,30,0.0001,1
