veg,max,fiss,r,k,leap,perm,score,dates
0.4,0,50,0.02,10,15,30,0.34,3
0,0,100,0.02,50,0,20,0.312,3
0,0,150,0.02,100,0,30,0.3065,3
0,0,100,0.03,50,0,30,0.3026,3
0.4,0,50,0.03,10,0,20,0.2988,3
0.4,0,100,0.03,50,5,30,0.2948,3
0.4,0,150,0.02,100,5,30,0.2804,3
0,0,100,0.02,50,5,20,0.2677,3
0,0,150,0.02,50,5,20,0.261,3
0,0,150,0.03,50,0,30,0.2335,3
0,0,150,0.03,50,5,30,0.2136,3
0,0,150,0.02,100,0,20,0.1862,3
0,0,150,0.03,100,0,30,0.173,3
0,0,100,0.02,50,5,30,0.1677,3
0,0,150,0.02,50,0,20,0.1511,3
0,0,50,0.03,10,0,20,0.1325,3
0.4,0,50,0.04,10,5,30,0.1288,3
0,0,100,0.02,50,0,30,0.1136,3
0,0,50,0.03,10,5,30,0.1118,3
0,0,50,0.03,10,5,20,0.1066,3
0.4,0,50,0.04,10,0,30,0.1032,3
0,0,50,0.03,10,0,30,0.0987,3
0,0,50,0.04,10,0,30,0.0747,3
0,0,50,0.02,10,15,20,0.0703,3
0,0,150,0.02,100,5,30,0.0288,3
0.4,0,150,0.03,50,5,30,0.0232,3
0,0,150,0.02,50,0,10,0.0112,3
0,0,50,0.02,10,15,10,0.0776,2
0,0,50,0.04,10,5,30,0.0391,2
0,0,100,0.03,50,5,30,0.0602,2
0,0,150,0.02,50,5,10,0.006,2
0,0,150,0.02,50,5,30,0.1138,2
0.4,0,50,0.02,10,15,10,0.1438,2
0.4,0,50,0.02,10,15,20,0.0787,2
0.4,0,50,0.03,10,0,10,0.1264,2
0.4,0,50,0.03,10,0,30,0.1677,2
0.4,0,50,0.03,10,5,10,0.1565,2
0.4,0,50,0.03,10,5,20,0.2334,2
0.4,0,50,0.03,10,5,30,0.1487,2
0.4,0,50,0.03,10,15,30,0.0325,2
0.4,0,50,0.04,10,0,20,0.0666,2
0.4,0,100,0.02,50,0,10,0.2592,2
0.4,0,100,0.02,50,0,30,0.1381,2
0.4,0,100,0.02,50,5,10,0.2125,2
0.4,0,100,0.02,50,5,20,0.12,2
0.4,0,150,0.02,50,0,10,0.0449,2
0.4,0,150,0.02,50,0,20,0.1767,2
0.4,0,150,0.02,50,5,10,0.0088,2
0.4,0,150,0.02,50,5,30,0.1036,2
0.4,0,150,0.02,50,15,20,0.1512,2
0.4,0,150,0.02,50,15,30,0.2195,2
0.4,0,150,0.02,100,0,20,0.0566,2
0.4,0,150,0.03,100,0,30,0.0687,2
0.4,0,150,0.04,50,0,30,0.1407,2
0,0,50,0.02,10,0,10,0.0662,1
0,0,50,0.02,10,0,20,0.1014,1
0,0,50,0.02,10,0,30,0.0004,1
0,0,50,0.02,10,5,10,0.0698,1
0,0,50,0.02,10,5,20,0.0377,1
0,0,50,0.02,10,15,30,0.059,1
0,0,50,0.03,10,0,10,0.116,1
0,0,50,0.03,10,5,10,0.0345,1
0,0,50,0.03,10,15,10,0.0215,1
0,0,50,0.03,10,15,20,0.116,1
0,0,50,0.03,10,15,30,0.1304,1
0,0,50,0.04,10,0,20,0.1388,1
0,0,50,0.04,10,5,20,0.1382,1
0,0,100,0.02,50,0,10,0.1374,1
0,0,100,0.02,50,5,10,0.1091,1
0,0,100,0.04,50,0,30,0.0021,1
0,0,150,0.02,50,0,30,0.0621,1
0,0,150,0.02,50,15,10,0.021,1
0,0,150,0.02,50,15,20,0.1417,1
0,0,150,0.02,50,15,30,0.1099,1
0,0,150,0.02,100,5,20,0.0215,1
0,0,150,0.03,50,0,20,0.0174,1
0,0,150,0.03,50,5,20,0.0851,1
0,0,150,0.04,50,0,30,0.018,1
0.4,0,50,0.02,10,0,10,0.1036,1
0.4,0,50,0.02,10,0,20,0.1036,1
0.4,0,50,0.02,10,0,30,0.0828,1
0.4,0,50,0.02,10,5,10,0.1036,1
0.4,0,50,0.02,10,5,20,0.1056,1
0.4,0,50,0.02,10,5,30,0.1036,1
0.4,0,50,0.03,10,15,10,0.0187,1
0.4,0,50,0.03,10,15,20,0.0577,1
0.4,0,50,0.04,10,0,10,0.0132,1
0.4,0,50,0.04,10,5,20,0.0227,1
0.4,0,100,0.02,50,0,20,0.1378,1
0.4,0,100,0.02,50,5,30,0.117,1
0.4,0,100,0.03,50,0,20,0.0879,1
0.4,0,100,0.03,50,0,30,0.029,1
0.4,0,100,0.03,50,5,20,0.0201,1
0.4,0,100,0.04,50,0,20,0.0227,1
0.4,0,100,0.04,50,0,30,0.0203,1
0.4,0,100,0.04,50,5,30,0.0035,1
0.4,0,150,0.02,50,0,30,0.1036,1
0.4,0,150,0.02,50,5,20,0.0725,1
0.4,0,150,0.02,50,15,10,0.0199,1
0.4,0,150,0.02,100,0,10,0.0127,1
0.4,0,150,0.02,100,0,30,0.1209,1
0.4,0,150,0.02,100,5,20,0.0201,1
0.4,0,150,0.03,50,0,20,0.078,1
0.4,0,150,0.03,50,0,30,0.1079,1
0.4,0,150,0.03,50,5,20,0.021,1
0.4,0,150,0.03,100,0,20,0.0068,1
0.4,0,150,0.03,100,5,30,0.0035,1
0.4,0,150,0.04,50,0,20,0.0556,1
0.4,0,150,0.04,50,5,20,0.0035,1
0.4,0,150,0.04,50,5,30,0.0366,1
0.4,0,150,0.04,100,0,20,0.0134,1
