veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,100,5,30,0.1958,5
0.4,0.23,50,0.04,10,15,30,0.2335,4
0.4,0.23,150,0.02,50,15,10,0.121,4
0.4,0.23,100,0.04,50,5,30,0.1199,4
-1,0,150,0.02,100,0,30,0.3246,3
-1,0,100,0.03,50,0,30,0.292,3
0.4,0,150,0.02,50,10,30,0.2885,3
-1,0,150,0.02,50,10,30,0.2795,3
0.4,0,150,0.02,100,5,30,0.2727,3
-1,0,150,0.03,50,5,30,0.2541,3
0.4,0,150,0.02,50,0,10,0.245,3
0.4,0.23,150,0.03,50,10,10,0.2433,3
-1,0,150,0.03,50,0,30,0.2254,3
0.4,0,50,0.04,10,0,30,0.2176,3
0.4,0.23,150,0.04,50,0,10,0.2151,3
0.4,0.23,150,0.02,50,15,30,0.2146,3
-1,0,50,0.02,10,15,10,0.2029,3
-1,0.23,150,0.02,100,5,30,0.1895,3
0.4,0.23,100,0.03,50,5,10,0.1858,3
0.4,0,50,0.04,10,5,30,0.1831,3
-1,0,100,0.02,50,5,30,0.1723,3
-1,0,150,0.03,100,0,30,0.1714,3
0.4,0.23,50,0.04,10,15,10,0.1589,3
0.4,0,100,0.03,50,5,30,0.158,3
-1,0.23,100,0.02,50,10,30,0.1578,3
-1,0.23,50,0.04,10,0,30,0.1516,3
-1,0,50,0.03,10,5,30,0.1475,3
0.4,0,50,0.02,10,15,30,0.1299,3
-1,0.23,150,0.03,50,5,30,0.1297,3
-1,0,150,0.02,50,5,30,0.1235,3
-1,0,50,0.03,10,0,30,0.123,3
-1,0,100,0.03,50,5,30,0.1192,3
0.5,0,150,0.02,50,15,10,0.1133,3
-1,0,50,0.03,10,10,30,0.1122,3
0.4,0.23,150,0.04,100,0,30,0.1077,3
-1,0.23,100,0.02,50,10,10,0.0886,3
0.4,0.23,150,0.04,50,5,10,0.0734,3
0.4,0,150,0.02,50,5,10,0.0671,3
0.4,0,150,0.03,50,5,30,0.0523,3
-1,0.23,50,0.04,10,5,30,0.0496,3
-1,0,150,0.02,100,5,30,0.0262,3
0.4,0.23,150,0.02,100,5,10,0.0251,3
-1,0,50,0.04,10,5,30,0.0225,3
-1,0,50,0.02,10,0,10,0.0923,2
-1,0,50,0.02,10,5,10,0.2775,2
-1,0,50,0.02,10,10,10,0.1375,2
-1,0,50,0.04,10,0,30,0.0742,2
-1,0,100,0.02,50,0,30,0.1413,2
-1,0,150,0.02,50,0,10,0.0121,2
-1,0,150,0.02,50,0,30,0.0634,2
-1,0,150,0.02,50,5,10,0.0053,2
-1,0.23,50,0.03,10,0,10,0.1009,2
-1,0.23,50,0.03,10,5,10,0.0656,2
-1,0.23,50,0.03,10,10,10,0.0651,2
-1,0.23,50,0.03,10,10,30,0.1525,2
-1,0.23,50,0.03,10,15,10,0.1256,2
-1,0.23,50,0.03,10,15,30,0.1223,2
-1,0.23,50,0.04,10,15,30,0.0739,2
-1,0.23,100,0.03,50,0,30,0.1883,2
-1,0.23,100,0.03,50,5,10,0.1131,2
-1,0.23,100,0.03,50,5,30,0.1607,2
-1,0.23,100,0.04,50,5,30,0.196,2
-1,0.23,150,0.02,50,0,10,0.1185,2
-1,0.23,150,0.02,50,5,10,0.1277,2
-1,0.23,150,0.02,50,10,10,0.1505,2
-1,0.23,150,0.02,50,10,30,0.1549,2
-1,0.23,150,0.02,50,15,30,0.1402,2
-1,0.23,150,0.02,100,0,30,0.0916,2
-1,0.23,150,0.03,50,0,30,0.0193,2
-1,0.23,150,0.03,50,10,10,0.1245,2
-1,0.23,150,0.03,50,10,30,0.1229,2
-1,0.23,150,0.03,100,0,30,0.1599,2
-1,0.23,150,0.03,100,5,30,0.0045,2
-1,0.23,150,0.04,50,0,30,0.1373,2
0.4,0,50,0.02,10,0,30,0.0125,2
0.4,0,50,0.02,10,5,30,0.0155,2
0.4,0,50,0.02,10,10,10,0.075,2
0.4,0,50,0.03,10,10,10,0.1456,2
0.4,0,50,0.03,10,10,30,0.0643,2
0.4,0,50,0.03,10,15,10,0.0247,2
0.4,0,50,0.03,10,15,30,0.1603,2
0.4,0,50,0.04,10,10,30,0.2366,2
0.4,0,100,0.02,50,5,10,0.1696,2
0.4,0,100,0.02,50,10,30,0.1416,2
0.4,0,100,0.03,50,0,30,0.0317,2
0.4,0,150,0.02,50,5,30,0.0135,2
0.4,0,150,0.02,50,10,10,0.2323,2
0.4,0,150,0.02,50,15,10,0.0201,2
0.4,0,150,0.02,50,15,30,0.1579,2
