veg,max,fiss,r,k,leap,perm,score,dates
0.4,0,50,0.03,10,5,20,0.141,4
0.4,0,150,0.02,100,5,30,0.1673,4
0.4,0,50,0.03,10,0,20,0.3458,3
0,0,100,0.02,50,0,20,0.3103,3
0,0,150,0.02,100,0,30,0.3099,3
0,0,100,0.03,50,0,30,0.3,3
0,0,100,0.02,50,5,20,0.2812,3
0.4,0,50,0.02,10,15,30,0.2751,3
0,0,150,0.03,50,0,30,0.2618,3
0,0,150,0.02,50,5,20,0.26,3
0.4,0,50,0.02,10,15,20,0.2433,3
0.4,0,150,0.03,50,5,30,0.2105,3
0,0,150,0.03,50,5,30,0.1851,3
0,0,150,0.03,100,0,30,0.1749,3
0,0,100,0.02,50,5,30,0.1677,3
0.4,0,100,0.02,50,5,20,0.1567,3
0,0,150,0.02,50,0,20,0.153,3
0.4,0,50,0.04,10,0,30,0.1491,3
0.4,0,50,0.04,10,5,30,0.1422,3
0.4,0,50,0.02,10,5,10,0.1393,3
0,0,50,0.03,10,0,20,0.1339,3
0,0,150,0.02,100,0,20,0.1296,3
0,0,100,0.02,50,0,30,0.1136,3
0,0,50,0.03,10,5,20,0.1066,3
0,0,50,0.03,10,0,30,0.1,3
0,0,50,0.04,10,0,30,0.0747,3
0.4,0,150,0.03,100,0,30,0.0666,3
0.4,0,150,0.02,100,0,20,0.054,3
0.4,0,150,0.02,50,0,10,0.0466,3
0.4,0,100,0.03,50,5,30,0.0435,3
0,0,150,0.02,100,5,30,0.0288,3
0.4,0,150,0.02,50,5,10,0.0165,3
0,0,150,0.02,50,0,10,0.0112,3
0,0,50,0.02,10,15,10,0.129,2
0,0,50,0.02,10,15,20,0.0649,2
0,0,50,0.03,10,5,30,0.1107,2
0,0,50,0.04,10,5,30,0.0424,2
0,0,100,0.03,50,5,30,0.0602,2
0,0,150,0.02,50,5,10,0.0063,2
0,0,150,0.02,50,5,30,0.1138,2
0.4,0,50,0.02,10,0,10,0.0227,2
0.4,0,50,0.02,10,15,10,0.0385,2
0.4,0,50,0.03,10,0,10,0.0462,2
0.4,0,50,0.03,10,5,10,0.0348,2
0.4,0,50,0.03,10,15,20,0.1255,2
0.4,0,50,0.03,10,15,30,0.0101,2
0.4,0,50,0.04,10,0,20,0.036,2
0.4,0,50,0.04,10,5,20,0.0342,2
0.4,0,100,0.02,50,0,10,0.2703,2
0.4,0,100,0.02,50,0,30,0.02,2
0.4,0,100,0.02,50,5,10,0.0978,2
0.4,0,100,0.04,50,0,30,0.1084,2
0.4,0,150,0.02,100,5,20,0.1385,2
0.4,0,150,0.03,50,0,20,0.2211,2
0.4,0,150,0.03,50,5,20,0.1179,2
0.4,0,150,0.04,50,0,30,0.0599,2
0,0,50,0.02,10,0,10,0.0644,1
0,0,50,0.02,10,0,20,0.1014,1
0,0,50,0.02,10,0,30,0.0004,1
0,0,50,0.02,10,5,10,0.0565,1
0,0,50,0.02,10,5,20,0.0377,1
0,0,50,0.02,10,15,30,0.0107,1
0,0,50,0.03,10,0,10,0.0271,1
0,0,50,0.03,10,5,10,0.0436,1
0,0,50,0.03,10,15,10,0.018,1
0,0,50,0.03,10,15,20,0.1374,1
0,0,50,0.03,10,15,30,0.0661,1
0,0,50,0.04,10,0,20,0.0385,1
0,0,50,0.04,10,5,20,0.1157,1
