veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,100,0.04,50,5,30,0.1246,5
0.4,0.23,150,0.02,100,5,20,0.1531,5
0.4,0.23,150,0.04,100,0,20,0.1078,5
0,0.23,150,0.02,100,5,20,0.0119,4
0,0.23,50,0.03,10,15,30,0.249,3
0,0.23,150,0.02,50,15,20,0.0629,3
0,0.23,150,0.02,100,5,30,0.2069,3
0.4,0.23,100,0.04,50,5,20,0.3183,3
0.4,0.23,150,0.03,100,5,30,0.1228,3
0.4,0.23,150,0.04,50,0,10,0.1458,3
0.4,0.23,150,0.04,100,0,30,0.2619,3
0,0.23,50,0.03,10,0,10,0.0865,2
0,0.23,50,0.03,10,0,20,0.009,2
0,0.23,50,0.03,10,5,10,0.1577,2
0,0.23,50,0.03,10,5,20,0.1021,2
0,0.23,50,0.03,10,15,10,0.1238,2
0,0.23,50,0.03,10,15,20,0.1971,2
0,0.23,50,0.04,10,0,20,0.0959,2
0,0.23,50,0.04,10,0,30,0.1414,2
0,0.23,50,0.04,10,5,20,0.1466,2
0,0.23,50,0.04,10,5,30,0.1844,2
0,0.23,50,0.04,10,15,10,0.1681,2
0,0.23,50,0.04,10,15,20,0.0252,2
0,0.23,50,0.04,10,15,30,0.0447,2
0,0.23,100,0.02,50,0,20,0.1014,2
0,0.23,100,0.02,50,5,20,0.248,2
0,0.23,100,0.03,50,0,30,0.1536,2
0,0.23,100,0.03,50,5,20,0.0931,2
0,0.23,100,0.03,50,5,30,0.1822,2
0,0.23,100,0.04,50,0,30,0.0431,2
0,0.23,150,0.02,50,0,10,0.1368,2
0,0.23,150,0.02,50,0,20,0.0181,2
0,0.23,150,0.02,50,5,10,0.1199,2
0,0.23,150,0.02,50,5,20,0.0025,2
0,0.23,150,0.02,50,15,30,0.066,2
0,0.23,150,0.02,100,0,10,0.1511,2
0,0.23,150,0.02,100,0,20,0.1377,2
0,0.23,150,0.02,100,0,30,0.1475,2
0,0.23,150,0.03,50,0,30,0.091,2
0,0.23,150,0.03,50,5,30,0.1864,2
0,0.23,150,0.03,100,0,20,0.0594,2
0,0.23,150,0.03,100,0,30,0.1474,2
0,0.23,150,0.03,100,5,30,0.0291,2
0,0.23,150,0.04,50,0,20,0.1243,2
0,0.23,150,0.04,50,0,30,0.1112,2
0,0.23,150,0.04,50,5,30,0.0395,2
0.4,0.23,50,0.04,10,15,10,0.0687,2
0.4,0.23,100,0.03,50,5,10,0.1107,2
0.4,0.23,150,0.02,100,5,30,0.1739,2
0.4,0.23,150,0.04,50,5,10,0.0156,2
0,0.23,50,0.03,10,0,30,0.0143,1
0,0.23,50,0.03,10,5,30,0.1363,1
0,0.23,50,0.04,10,0,10,0.0022,1
0,0.23,100,0.02,50,0,10,0.0613,1
0,0.23,100,0.02,50,0,30,0.0974,1
0,0.23,100,0.02,50,5,10,0.0107,1
0,0.23,100,0.02,50,5,30,0.0063,1
0,0.23,100,0.02,50,15,20,0.0003,1
0,0.23,100,0.02,50,15,30,0.0911,1
0,0.23,100,0.03,50,0,10,0.0893,1
0,0.23,100,0.03,50,0,20,0.0087,1
0,0.23,100,0.03,50,5,10,0.018,1
0,0.23,100,0.04,50,0,20,0.0027,1
0,0.23,100,0.04,50,5,20,0.0384,1
0,0.23,100,0.04,50,5,30,0.0234,1
0,0.23,150,0.02,50,0,30,0.0001,1
0,0.23,150,0.02,50,5,30,0.131,1
0,0.23,150,0.02,50,15,10,0.0008,1
0,0.23,150,0.02,100,5,10,0.0209,1
0,0.23,150,0.03,50,0,20,0.0741,1
0,0.23,150,0.03,50,5,10,0.004,1
0,0.23,150,0.03,50,5,20,0.0569,1
0,0.23,150,0.03,50,15,20,0.0093,1
0,0.23,150,0.03,50,15,30,0.1218,1
0,0.23,150,0.04,50,5,20,0.0279,1
0,0.23,150,0.04,100,0,20,0.116,1
0,0.23,150,0.04,100,0,30,0.12,1
0.4,0.23,50,0.02,10,15,20,0.0877,1
0.4,0.23,50,0.02,10,15,30,0.0011,1
0.4,0.23,50,0.03,10,15,10,0.0498,1
0.4,0.23,50,0.03,10,15,20,0.1036,1
0.4,0.23,50,0.03,10,15,30,0.1036,1
0.4,0.23,50,0.04,10,15,20,0.1353,1
0.4,0.23,50,0.04,10,15,30,0.0097,1
0.4,0.23,100,0.02,50,15,30,0.0022,1
0.4,0.23,100,0.03,50,0,10,0.0134,1
0.4,0.23,100,0.03,50,5,20,0.0109,1
0.4,0.23,100,0.04,50,5,10,0,1
0.4,0.23,150,0.02,50,15,10,0.127,1
0.4,0.23,150,0.02,50,15,20,0.0203,1
0.4,0.23,150,0.02,50,15,30,0.1088,1
0.4,0.23,150,0.02,100,5,10,0.0964,1
0.4,0.23,150,0.03,50,5,10,0.1058,1
0.4,0.23,150,0.03,50,15,10,0.0023,1
0.4,0.23,150,0.03,50,15,20,0.0002,1
0.4,0.23,150,0.03,100,5,20,0.0002,1
0.4,0.23,150,0.04,50,5,30,0.1036,1
0.5,0.23,100,0.04,50,15,10,0.0063,1
0.5,0.23,100,0.04,50,15,20,0.0146,1
0.5,0.23,100,0.04,50,15,30,0.0001,1
0.5,0.23,150,0.02,100,15,10,0.0052,1
0.5,0.23,150,0.03,100,15,20,0.0129,1
0.5,0.23,150,0.03,100,15,30,0.0129,1
0,0.23,50,0.02,10,0,10,0,0
0,0.23,50,0.02,10,0,20,0,0
0,0.23,50,0.02,10,0,30,0,0
0,0.23,50,0.02,10,5,10,0,0
0,0.23,50,0.02,10,5,20,0,0
0,0.23,50,0.02,10,5,30,0,0
0,0.23,50,0.02,10,15,10,0,0
0,0.23,50,0.02,10,15,20,0,0
0,0.23,50,0.02,10,15,30,0,0
0,0.23,50,0.04,10,5,10,0,0
0,0.23,100,0.02,10,0,10,0,0
0,0.23,100,0.02,10,0,20,0,0
0,0.23,100,0.02,10,0,30,0,0
0,0.23,100,0.02,10,5,10,0,0
0,0.23,100,0.02,10,5,20,0,0
0,0.23,100,0.02,10,5,30,0,0
0,0.23,100,0.02,10,15,10,0,0
0,0.23,100,0.02,10,15,20,0,0
0,0.23,100,0.02,10,15,30,0,0
0,0.23,100,0.02,50,15,10,0,0
0,0.23,100,0.03,10,0,10,0,0
0,0.23,100,0.03,10,0,20,0,0
0,0.23,100,0.03,10,0,30,0,0
0,0.23,100,0.03,10,5,10,0,0
0,0.23,100,0.03,10,5,20,0,0
0,0.23,100,0.03,10,5,30,0,0
0,0.23,100,0.03,10,15,10,0,0
0,0.23,100,0.03,10,15,20,0,0
0,0.23,100,0.03,10,15,30,0,0
0,0.23,100,0.03,50,15,10,0,0
0,0.23,100,0.03,50,15,20,0,0
0,0.23,100,0.03,50,15,30,0,0
0,0.23,100,0.04,10,0,10,0,0
0,0.23,100,0.04,10,0,20,0,0
0,0.23,100,0.04,10,0,30,0,0
0,0.23,100,0.04,10,5,10,0,0
0,0.23,100,0.04,10,5,20,0,0
0,0.23,100,0.04,10,5,30,0,0
0,0.23,100,0.04,10,15,10,0,0
0,0.23,100,0.04,10,15,20,0,0
0,0.23,100,0.04,10,15,30,0,0
0,0.23,100,0.04,50,0,10,0,0
0,0.23,100,0.04,50,5,10,0,0
0,0.23,100,0.04,50,15,10,0,0
0,0.23,100,0.04,50,15,20,0,0
0,0.23,100,0.04,50,15,30,0,0
0,0.23,150,0.02,10,0,10,0,0
0,0.23,150,0.02,10,0,20,0,0
0,0.23,150,0.02,10,0,30,0,0
0,0.23,150,0.02,10,5,10,0,0
0,0.23,150,0.02,10,5,20,0,0
0,0.23,150,0.02,10,5,30,0,0
0,0.23,150,0.02,10,15,10,0,0
0,0.23,150,0.02,10,15,20,0,0
0,0.23,150,0.02,10,15,30,0,0
0,0.23,150,0.02,100,15,10,0,0
0,0.23,150,0.02,100,15,20,0,0
