veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,100,5,30,0.1713,5
0.4,0.23,50,0.04,10,15,30,0.2043,4
0.4,0.23,150,0.02,50,15,10,0.1059,4
0.4,0.23,100,0.04,50,5,30,0.1049,4
-1,0,150,0.02,100,0,30,0.2841,3
-1,0,50,0.02,50,0,30,0.2572,3
-1,0,100,0.02,100,0,30,0.2572,3
-1,0,100,0.03,50,0,30,0.2555,3
0.4,0,150,0.02,50,10,30,0.2524,3
-1,0,150,0.02,50,10,30,0.2446,3
-1,0.23,50,0.02,100,5,30,0.2414,3
0.4,0,150,0.02,100,5,30,0.2386,3
0.4,0.23,50,0.04,100,0,30,0.2241,3
-1,0,150,0.03,50,5,30,0.2223,3
0.4,0.23,50,0.02,50,5,30,0.2193,3
0.4,0.23,100,0.02,100,5,30,0.2193,3
0.4,0,150,0.02,50,0,10,0.2143,3
0.4,0.23,150,0.03,50,10,10,0.2129,3
-1,0,150,0.03,50,0,30,0.1973,3
0.4,0,50,0.04,10,0,30,0.1904,3
0.4,0.23,150,0.04,50,0,10,0.1882,3
0.4,0.23,150,0.02,50,15,30,0.1878,3
0.4,0,50,0.03,100,0,30,0.1833,3
-1,0,50,0.02,10,15,10,0.1776,3
-1,0.23,150,0.02,100,5,30,0.1658,3
0.4,0.23,100,0.03,50,5,10,0.1625,3
0.4,0,50,0.04,10,5,30,0.1602,3
-1,0,100,0.02,50,5,30,0.1507,3
-1,0,150,0.03,100,0,30,0.15,3
-1,0,50,0.03,50,0,30,0.1412,3
-1,0,100,0.03,100,0,30,0.1412,3
0.4,0.23,50,0.04,10,15,10,0.139,3
0.4,0,100,0.03,50,5,30,0.1382,3
-1,0.23,100,0.02,50,10,30,0.1381,3
-1,0.23,50,0.04,10,0,30,0.1326,3
-1,0,50,0.03,10,5,30,0.1291,3
0.4,0,50,0.02,10,15,30,0.1137,3
-1,0.23,150,0.03,50,5,30,0.1135,3
-1,0,150,0.02,50,5,30,0.1081,3
-1,0,50,0.03,10,0,30,0.1076,3
-1,0,100,0.03,50,5,30,0.1043,3
0.4,0.23,50,0.03,50,5,30,0.1031,3
0.4,0.23,100,0.03,100,5,30,0.1031,3
0.5,0,150,0.02,50,15,10,0.0991,3
-1,0,50,0.03,10,10,30,0.0982,3
0.4,0.23,150,0.04,100,0,30,0.0942,3
-1,0.23,100,0.02,50,10,10,0.0775,3
0.4,0.23,150,0.04,50,5,10,0.0642,3
0.4,0,150,0.02,50,5,10,0.0587,3
0.4,0,50,0.03,50,0,30,0.0585,3
0.4,0,100,0.03,100,0,30,0.0585,3
-1,0,50,0.02,100,0,30,0.0544,3
0.4,0,150,0.03,50,5,30,0.0458,3
-1,0.23,50,0.04,10,5,30,0.0434,3
-1,0,50,0.03,100,0,30,0.0307,3
-1,0,150,0.02,100,5,30,0.023,3
0.4,0.23,150,0.02,100,5,10,0.0219,3
-1,0,50,0.04,10,5,30,0.0197,3
0.4,0,50,0.02,50,5,30,0.0052,3
0.4,0,100,0.02,100,5,30,0.0052,3
-1,0,50,0.02,10,0,10,0.0808,2
-1,0,50,0.02,10,5,10,0.2428,2
-1,0,50,0.02,10,10,10,0.1203,2
-1,0,50,0.04,10,0,30,0.0649,2
-1,0,100,0.02,50,0,30,0.1237,2
-1,0,150,0.02,50,0,10,0.0106,2
-1,0,150,0.02,50,0,30,0.0554,2
-1,0,150,0.02,50,5,10,0.0047,2
-1,0.23,50,0.02,50,0,30,0.1445,2
-1,0.23,50,0.02,50,5,30,0.0291,2
-1,0.23,50,0.02,100,0,30,0.1216,2
-1,0.23,50,0.03,10,0,10,0.0883,2
-1,0.23,50,0.03,10,5,10,0.0574,2
-1,0.23,50,0.03,10,10,10,0.0569,2
-1,0.23,50,0.03,10,10,30,0.1334,2
-1,0.23,50,0.03,10,15,10,0.1099,2
-1,0.23,50,0.03,10,15,30,0.107,2
-1,0.23,50,0.03,50,0,30,0.1257,2
-1,0.23,50,0.03,100,0,30,0.169,2
-1,0.23,50,0.04,10,15,30,0.0647,2
-1,0.23,100,0.02,100,0,30,0.1445,2
-1,0.23,100,0.02,100,5,30,0.0291,2
-1,0.23,100,0.03,50,0,30,0.1648,2
-1,0.23,100,0.03,50,5,10,0.0989,2
-1,0.23,100,0.03,50,5,30,0.1406,2
-1,0.23,100,0.03,100,0,30,0.1257,2
-1,0.23,100,0.04,50,5,30,0.1715,2
-1,0.23,150,0.02,50,0,10,0.1037,2
-1,0.23,150,0.02,50,5,10,0.1117,2
-1,0.23,150,0.02,50,10,10,0.1317,2
-1,0.23,150,0.02,50,10,30,0.1355,2
-1,0.23,150,0.02,50,15,30,0.1226,2
-1,0.23,150,0.02,100,0,30,0.0801,2
-1,0.23,150,0.03,50,0,30,0.0169,2
-1,0.23,150,0.03,50,10,10,0.1089,2
-1,0.23,150,0.03,50,10,30,0.1075,2
-1,0.23,150,0.03,100,0,30,0.1399,2
-1,0.23,150,0.03,100,5,30,0.0039,2
-1,0.23,150,0.04,50,0,30,0.1202,2
0.4,0,50,0.02,10,0,30,0.0109,2
0.4,0,50,0.02,10,5,30,0.0135,2
0.4,0,50,0.02,10,10,10,0.0656,2
0.4,0,50,0.02,100,0,30,0.069,2
0.4,0,50,0.03,10,10,10,0.1274,2
0.4,0,50,0.03,10,10,30,0.0563,2
0.4,0,50,0.03,10,15,10,0.0216,2
0.4,0,50,0.03,10,15,30,0.1403,2
0.4,0,50,0.04,10,10,30,0.207,2
0.4,0,100,0.02,50,5,10,0.1484,2
0.4,0,100,0.02,50,10,30,0.1239,2
0.4,0,100,0.03,50,0,30,0.0278,2
0.4,0,150,0.02,50,5,30,0.0118,2
0.4,0,150,0.02,50,10,10,0.2033,2
0.4,0,150,0.02,50,15,10,0.0176,2
0.4,0,150,0.02,50,15,30,0.1382,2
0.4,0,150,0.03,100,0,30,0.051,2
0.4,0.23,50,0.03,10,15,30,0.0375,2
0.4,0.23,50,0.03,50,0,10,0.0268,2
0.4,0.23,50,0.03,100,0,10,0.1175,2
0.4,0.23,50,0.04,10,10,30,0.1076,2
0.4,0.23,50,0.04,50,0,10,0.0509,2
0.4,0.23,50,0.04,100,0,10,0.0184,2
0.4,0.23,100,0.02,50,10,30,0.0176,2
0.4,0.23,100,0.02,50,15,30,0.0228,2
0.4,0.23,100,0.03,100,0,10,0.0268,2
0.4,0.23,100,0.04,50,5,10,0.0169,2
0.4,0.23,100,0.04,100,0,10,0.0509,2
0.4,0.23,150,0.02,100,5,30,0.087,2
0.4,0.23,150,0.03,50,15,10,0.0177,2
0.4,0.23,150,0.04,100,0,10,0.0514,2
0.5,0,50,0.02,100,0,30,0.101,2
0.5,0,50,0.03,10,0,10,0.0052,2
0.5,0,50,0.03,10,10,30,0.0005,2
0.5,0,50,0.03,10,15,10,0.1086,2
0.5,0,50,0.03,10,15,30,0.0584,2
0.5,0,50,0.04,10,5,10,0.0197,2
0.5,0,50,0.04,10,5,30,0.0001,2
0.5,0,50,0.04,10,15,30,0.0076,2
0.5,0,100,0.02,50,0,10,0.069,2
0.5,0,100,0.02,50,10,10,0.1276,2
0.5,0,150,0.02,50,10,10,0.0231,2
0.5,0,150,0.02,100,5,30,0.101,2
0.5,0,150,0.03,50,0,10,0.0587,2
0.5,0,150,0.03,50,5,10,0.0271,2
0.5,0,150,0.03,50,5,30,0.0155,2
0.5,0,150,0.03,50,10,30,0.0969,2
0.5,0,150,0.04,100,0,30,0.0696,2
0.6,0,50,0.02,50,15,10,0.0567,2
0.6,0,50,0.03,50,15,30,0.0317,2
0.6,0,100,0.02,100,15,10,0.0567,2
0.6,0,100,0.03,100,15,30,0.0317,2
-1,0,50,0.02,10,0,30,0.0128,1
-1,0,50,0.02,10,10,30,0.0826,1
-1,0,50,0.02,10,15,30,0.0054,1
-1,0,50,0.02,50,5,30,0.0011,1
-1,0,50,0.03,10,0,10,0.1038,1
-1,0,50,0.03,10,5,10,0.1217,1
-1,0,50,0.03,10,10,10,0.0443,1
-1,0,50,0.03,10,15,10,0.0062,1
-1,0,50,0.03,10,15,30,0.1227,1
-1,0,50,0.04,10,10,30,0.0016,1
-1,0,100,0.02,50,0,10,0.1117,1
-1,0,100,0.02,50,5,10,0.0745,1
-1,0,100,0.02,50,10,30,0.1238,1
-1,0,100,0.02,100,5,30,0.0011,1
-1,0,100,0.04,50,0,30,0.007,1
-1,0,150,0.02,50,10,10,0.0646,1
-1,0,150,0.02,50,15,10,0.0044,1
-1,0,150,0.02,50,15,30,0.1238,1
-1,0,150,0.04,50,0,30,0.0408,1
-1,0.23,50,0.02,10,15,30,0.1127,1
-1,0.23,50,0.02,100,5,10,0.0097,1
-1,0.23,50,0.03,10,0,30,0.0004,1
-1,0.23,50,0.03,10,5,30,0.0141,1
-1,0.23,50,0.03,50,0,10,0.0793,1
-1,0.23,50,0.03,50,5,30,0.0002,1
-1,0.23,50,0.03,100,0,10,0.045,1
-1,0.23,50,0.04,10,10,10,0.0018,1
-1,0.23,50,0.04,10,15,10,0.105,1
-1,0.23,50,0.04,50,0,30,0.0001,1
-1,0.23,50,0.04,100,0,30,0.0745,1
-1,0.23,100,0.02,50,0,10,0.0386,1
-1,0.23,100,0.02,50,0,30,0.0362,1
-1,0.23,100,0.02,50,5,10,0.0059,1
-1,0.23,100,0.02,50,5,30,0.0172,1
-1,0.23,100,0.02,50,15,30,0.0032,1
-1,0.23,100,0.03,50,0,10,0.0443,1
-1,0.23,100,0.03,100,0,10,0.0793,1
-1,0.23,100,0.03,100,5,30,0.0002,1
-1,0.23,100,0.04,50,0,30,0.0353,1
-1,0.23,100,0.04,50,5,10,0.1006,1
-1,0.23,100,0.04,100,0,30,0.0001,1
-1,0.23,150,0.02,50,0,30,0.0012,1
-1,0.23,150,0.02,50,5,30,0.1117,1
-1,0.23,150,0.02,50,15,10,0.0006,1
-1,0.23,150,0.02,100,0,10,0.0149,1
-1,0.23,150,0.02,100,5,10,0.0005,1
-1,0.23,150,0.03,50,0,10,0.0022,1
-1,0.23,150,0.03,50,5,10,0.0141,1
-1,0.23,150,0.03,50,15,30,0.0003,1
-1,0.23,150,0.04,50,5,10,0.0021,1
-1,0.23,150,0.04,50,5,30,0.0006,1
-1,0.23,150,0.04,100,0,10,0.0322,1
-1,0.23,150,0.04,100,0,30,0.1048,1
0.4,0,50,0.02,10,0,10,0.0189,1
0.4,0,50,0.02,10,5,10,0.0135,1
0.4,0,50,0.02,10,10,30,0.0924,1
0.4,0,50,0.02,10,15,10,0.1023,1
0.4,0,50,0.02,50,0,10,0.0153,1
0.4,0,50,0.02,50,0,30,0.0604,1
0.4,0,50,0.02,50,5,10,0.0153,1
0.4,0,50,0.02,50,10,10,0.0153,1
