veg,max,fiss,r,k,leap,perm,score,dates
0.4,0,150,0.02,50,5,30,0.3096,4
0.4,0,150,0.02,50,0,30,0.1937,4
0.4,0,50,0.03,10,0,30,0.1453,4
0.4,0.23,150,0.03,100,5,30,0.1355,4
0.4,0.23,150,0.02,100,5,30,0.2155,3
0.5,0,50,0.04,10,10,30,0.1945,3
-1,0.23,150,0.02,50,5,10,0.1387,3
0.5,0.23,100,0.04,50,15,10,0.1315,3
0.4,0.23,150,0.04,50,10,10,0.1258,3
0.4,0.23,150,0.03,50,15,10,0.1218,3
0.4,0.23,150,0.04,50,10,30,0.1098,3
0.4,0.23,150,0.04,100,0,30,0.1047,3
0.4,0,50,0.02,10,10,10,0.1034,3
0.4,0.23,100,0.02,50,15,10,0.09,3
-1,0.23,50,0.03,10,5,10,0.0869,3
0.4,0,50,0.02,10,15,30,0.0864,3
0.4,0.23,100,0.03,50,0,10,0.0862,3
0.4,0,50,0.02,10,10,30,0.0842,3
0.4,0.23,100,0.04,50,5,30,0.0778,3
0.4,0,100,0.02,50,0,30,0.039,3
0.4,0.23,150,0.03,50,15,30,0.0386,3
-1,0.23,50,0.03,10,0,10,0.0306,3
-1,0,50,0.02,10,0,30,0.0626,2
-1,0,50,0.02,10,5,10,0.1429,2
-1,0,50,0.02,10,5,30,0.0567,2
-1,0,50,0.02,10,10,10,0.077,2
-1,0,50,0.02,10,15,10,0.0546,2
-1,0.23,50,0.02,10,15,10,0.2052,2
-1,0.23,50,0.03,10,0,30,0.0804,2
-1,0.23,50,0.03,10,5,30,0.0806,2
-1,0.23,50,0.03,10,10,30,0.1558,2
-1,0.23,50,0.03,10,15,10,0.0813,2
-1,0.23,50,0.04,10,5,30,0.0031,2
-1,0.23,100,0.02,50,5,30,0.0927,2
-1,0.23,100,0.02,50,10,30,0.0939,2
-1,0.23,100,0.03,50,0,30,0.0082,2
-1,0.23,100,0.04,50,0,30,0.026,2
-1,0.23,150,0.02,50,0,10,0.1645,2
-1,0.23,150,0.02,50,5,30,0.0017,2
-1,0.23,150,0.02,50,10,10,0.0815,2
-1,0.23,150,0.02,50,10,30,0.1646,2
-1,0.23,150,0.02,100,0,30,0.1617,2
-1,0.23,150,0.03,50,0,30,0.0652,2
0.4,0,50,0.02,10,0,10,0.1955,2
0.4,0,50,0.02,10,5,10,0.1697,2
0.4,0,50,0.03,10,5,30,0.0159,2
0.4,0.23,50,0.04,10,15,10,0.0751,2
0.4,0.23,50,0.04,10,15,30,0.1213,2
0.4,0.23,100,0.02,50,10,30,0.0146,2
0.4,0.23,100,0.02,50,15,30,0.1746,2
0.4,0.23,100,0.03,50,10,10,0.0332,2
0.4,0.23,100,0.03,50,10,30,0.1256,2
0.4,0.23,100,0.03,50,15,30,0.0836,2
0.4,0.23,100,0.04,50,10,10,0.1271,2
0.4,0.23,100,0.04,50,10,30,0.1519,2
0.4,0.23,150,0.02,50,15,10,0.1792,2
0.4,0.23,150,0.02,50,15,30,0.1268,2
0.4,0.23,150,0.02,100,10,10,0.0975,2
0.4,0.23,150,0.02,100,10,30,0.0245,2
0.4,0.23,150,0.03,50,5,10,0.0719,2
0.4,0.23,150,0.03,50,10,10,0.0382,2
0.4,0.23,150,0.03,50,10,30,0.1722,2
0.4,0.23,150,0.03,100,5,10,0.0866,2
0.4,0.23,150,0.04,50,0,10,0.003,2
0.4,0.23,150,0.04,50,5,10,0.0422,2
0.4,0.23,150,0.04,50,15,10,0.0296,2
0.4,0.23,150,0.04,50,15,30,0.0456,2
0.4,0.23,150,0.04,100,0,10,0.1488,2
0.4,0.23,150,0.04,100,5,30,0.0274,2
0.5,0,50,0.03,10,0,10,0.0763,2
0.5,0,50,0.03,10,15,30,0.1723,2
0.5,0,50,0.04,10,5,10,0.0522,2
0.5,0,100,0.02,50,10,10,0.2025,2
0.5,0,100,0.02,50,10,30,0.0124,2
0.5,0,100,0.03,50,0,30,0.0014,2
0.5,0,100,0.03,50,5,10,0.0662,2
0.5,0,100,0.03,50,5,30,0.0417,2
0.5,0,100,0.03,50,10,10,0.0029,2
0.5,0,100,0.03,50,15,10,0.135,2
0.5,0,100,0.03,50,15,30,0.0398,2
0.5,0,100,0.04,50,0,30,0.0667,2
0.5,0,100,0.04,50,5,10,0.0102,2
0.5,0,150,0.02,50,10,30,0.1254,2
0.5,0,150,0.02,50,15,10,0.0696,2
0.5,0,150,0.02,50,15,30,0.1993,2
0.5,0,150,0.02,100,0,10,0.1208,2
0.5,0,150,0.03,50,0,10,0.0022,2
0.5,0,150,0.03,50,5,10,0.0305,2
0.5,0,150,0.03,100,0,30,0.0944,2
0.5,0,150,0.04,50,0,30,0.0415,2
0.5,0,150,0.04,50,10,10,0.0519,2
0.5,0,150,0.04,50,15,30,0.1334,2
0.5,0,150,0.04,100,5,10,0.0418,2
0.5,0.23,150,0.03,100,15,10,0.0875,2
0.5,0.23,150,0.04,100,15,10,0.0717,2
0.5,0.23,150,0.04,100,15,30,0.0852,2
0.6,0,100,0.04,50,10,10,0.1023,2
0.6,0,100,0.04,50,15,10,0.0053,2
0.6,0,100,0.04,50,15,30,0.1927,2
0.6,0,150,0.03,100,15,30,0.2286,2
0.6,0,150,0.04,50,15,30,0.0181,2
-1,0,50,0.02,10,0,10,0.0428,1
