veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,100,5,30,0.2542,5
0.4,0.23,100,0.04,50,5,30,0.1016,4
0.4,0.23,150,0.02,100,5,30,0.2155,4
-1,0,50,0.02,10,0,30,0.0013,3
-1,0,50,0.02,10,5,30,0.0212,3
0.4,0,50,0.02,10,10,30,0.0098,3
0.4,0,50,0.03,10,0,30,0.138,3
0.4,0,150,0.02,50,0,30,0.137,3
0.4,0,150,0.02,50,5,30,0.2677,3
0.4,0.23,50,0.02,50,0,10,0.1131,3
0.4,0.23,50,0.02,50,5,30,0.0957,3
0.4,0.23,50,0.04,10,15,10,0.2015,3
0.4,0.23,50,0.04,10,15,30,0.2121,3
0.4,0.23,50,0.04,100,0,30,0.2147,3
0.4,0.23,100,0.02,100,0,10,0.1131,3
0.4,0.23,100,0.02,100,5,30,0.0957,3
0.4,0.23,100,0.03,50,0,10,0.0862,3
0.4,0.23,150,0.02,50,15,10,0.1789,3
0.4,0.23,150,0.02,50,15,30,0.2452,3
0.4,0.23,150,0.02,100,5,10,0.2601,3
0.4,0.23,150,0.03,50,10,10,0.1749,3
0.4,0.23,150,0.03,50,10,30,0.2412,3
0.4,0.23,150,0.04,50,5,10,0.0452,3
0.4,0.23,150,0.04,100,0,30,0.1047,3
-1,0.23,50,0.02,10,0,30,0.0721,2
-1,0.23,50,0.02,10,5,10,0.1619,2
-1,0.23,50,0.02,10,15,10,0.2052,2
-1,0.23,50,0.02,10,15,30,0.0151,2
-1,0.23,50,0.03,10,5,10,0.0058,2
-1,0.23,50,0.03,10,10,30,0.1128,2
-1,0.23,50,0.04,10,5,30,0.002,2
-1,0.23,100,0.02,50,5,30,0.0033,2
-1,0.23,150,0.02,50,10,30,0.1848,2
-1,0.23,150,0.03,50,5,10,0.1611,2
0.4,0,50,0.02,10,5,10,0.0458,2
0.4,0,50,0.02,10,10,10,0.0147,2
0.4,0,50,0.02,10,15,30,0.0326,2
0.4,0,100,0.02,50,0,30,0.0317,2
0.4,0.23,50,0.03,50,0,10,0.0551,2
0.4,0.23,50,0.03,50,5,30,0.0155,2
0.4,0.23,50,0.03,100,0,10,0.1197,2
0.4,0.23,50,0.04,50,0,10,0.0475,2
0.4,0.23,50,0.04,50,0,30,0.1252,2
0.4,0.23,50,0.04,50,5,30,0.1359,2
0.4,0.23,50,0.04,100,0,10,0.0189,2
0.4,0.23,100,0.02,50,10,10,0.0177,2
0.4,0.23,100,0.02,50,10,30,0.0146,2
0.4,0.23,100,0.03,50,5,10,0.0156,2
0.4,0.23,100,0.03,100,0,10,0.0551,2
0.4,0.23,100,0.03,100,5,30,0.0155,2
0.4,0.23,100,0.04,100,0,10,0.0475,2
0.4,0.23,100,0.04,100,0,30,0.1252,2
0.4,0.23,100,0.04,100,5,30,0.1359,2
0.4,0.23,150,0.03,50,5,10,0.0719,2
0.4,0.23,150,0.04,50,0,10,0.018,2
0.4,0.23,150,0.04,50,10,10,0.0154,2
0.4,0.23,150,0.04,100,0,10,0.0425,2
0.5,0,50,0.02,100,0,30,0.0676,2
0.5,0,50,0.03,10,0,10,0.0001,2
0.5,0,50,0.03,10,15,30,0.1723,2
0.5,0,50,0.03,50,0,30,0.04,2
0.5,0,50,0.04,10,10,30,0.0704,2
0.5,0,50,0.04,50,0,30,0.0538,2
0.5,0,100,0.03,50,0,30,0.0015,2
0.5,0,100,0.03,50,5,30,0.04,2
0.5,0,100,0.03,100,0,30,0.04,2
0.5,0,100,0.04,100,0,30,0.0538,2
0.5,0,150,0.02,50,10,30,0.0195,2
0.5,0,150,0.02,50,15,10,0.0696,2
0.5,0,150,0.02,50,15,30,0.1993,2
0.5,0,150,0.03,50,0,10,0.0022,2
0.5,0,150,0.03,50,5,10,0.0305,2
0.5,0,150,0.03,50,5,30,0.0001,2
0.5,0,150,0.03,100,0,30,0.0021,2
0.5,0,150,0.04,100,0,30,0.0194,2
0.6,0,50,0.02,100,15,10,0.0556,2
0.6,0,50,0.03,50,15,30,0.0989,2
0.6,0,100,0.03,100,15,30,0.0989,2
-1,0,50,0.02,10,0,10,0.0428,1
-1,0,50,0.02,10,5,10,0.1233,1
-1,0,50,0.02,10,10,10,0.0574,1
-1,0,50,0.02,10,15,10,0.0034,1
-1,0,50,0.02,10,15,30,0.0455,1
-1,0.23,50,0.02,10,5,30,0.0437,1
-1,0.23,50,0.02,10,10,10,0.0866,1
