veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.02,100,5,30,0.1583,5
0.4,0.23,150,0.04,50,5,10,0.2578,5
0.4,0.23,150,0.04,50,0,10,0.1326,4
-1,0,50,0.02,10,0,30,0.0006,3
-1,0,50,0.02,10,5,30,0.017,3
0.4,0,50,0.02,10,5,20,0.1397,3
0.4,0,50,0.02,10,10,30,0.0785,3
0.4,0,50,0.03,10,0,30,0.211,3
0.4,0,150,0.02,50,0,30,0.3526,3
0.4,0,150,0.02,50,5,30,0.2168,3
0.4,0.23,50,0.04,10,10,30,0.2202,3
0.4,0.23,50,0.04,10,15,30,0.1348,3
0.4,0.23,100,0.02,50,10,30,0.2071,3
0.4,0.23,100,0.04,50,5,30,0.2889,3
0.4,0.23,150,0.02,50,15,30,0.2346,3
0.4,0.23,150,0.02,100,5,20,0.185,3
0.4,0.23,150,0.03,50,10,20,0.2547,3
0.4,0.23,150,0.03,50,10,30,0.1054,3
0.4,0.23,150,0.03,100,5,30,0.314,3
0.4,0.23,150,0.04,100,0,20,0.1924,3
-1,0.23,50,0.02,10,0,30,0.0824,2
-1,0.23,50,0.02,10,5,10,0.185,2
-1,0.23,50,0.02,10,10,20,0.0367,2
-1,0.23,50,0.02,10,15,30,0.0059,2
-1,0.23,50,0.03,10,10,30,0.1452,2
-1,0.23,50,0.04,10,5,30,0.0023,2
-1,0.23,100,0.02,50,5,30,0.0011,2
-1,0.23,150,0.02,50,10,20,0.1383,2
-1,0.23,150,0.02,50,10,30,0.209,2
0.4,0,50,0.02,10,0,10,0.0372,2
0.4,0,50,0.02,10,0,20,0.0236,2
0.4,0,50,0.02,10,10,10,0.0105,2
0.4,0,50,0.02,10,10,20,0.1403,2
0.4,0,50,0.02,10,15,20,0.2113,2
0.4,0,50,0.02,10,15,30,0.0363,2
0.4,0,50,0.03,10,5,30,0.0091,2
0.4,0,100,0.02,50,0,30,0.0149,2
0.4,0,150,0.02,50,0,20,0.0337,2
0.4,0,150,0.02,50,5,20,0.0218,2
0.4,0.23,50,0.04,10,10,10,0.1383,2
0.4,0.23,50,0.04,10,15,10,0.1157,2
0.4,0.23,50,0.04,10,15,20,0.2162,2
0.4,0.23,100,0.02,50,5,10,0.0847,2
0.4,0.23,100,0.02,50,10,10,0.1044,2
0.4,0.23,100,0.02,50,10,20,0.2463,2
0.4,0.23,100,0.03,50,5,10,0.1313,2
0.4,0.23,100,0.04,50,5,20,0.0811,2
0.4,0.23,150,0.02,50,10,10,0.1371,2
0.4,0.23,150,0.02,50,15,10,0.1438,2
0.4,0.23,150,0.02,50,15,20,0.1823,2
0.4,0.23,150,0.02,100,5,10,0.1248,2
0.4,0.23,150,0.03,50,10,10,0.1167,2
0.5,0,50,0.03,10,10,10,0.0692,2
0.5,0,50,0.03,10,15,20,0.0872,2
0.5,0,50,0.03,10,15,30,0.0421,2
0.5,0,50,0.04,10,0,10,0.0027,2
0.5,0,50,0.04,10,5,30,0.0027,2
0.5,0,50,0.04,10,10,30,0.1099,2
0.5,0,100,0.02,50,10,20,0.1411,2
0.5,0,100,0.03,50,0,30,0.0016,2
0.5,0,100,0.03,50,5,20,0.0677,2
0.5,0,100,0.04,50,0,20,0.02,2
0.5,0,150,0.02,50,0,10,0.0006,2
0.5,0,150,0.02,50,5,10,0.0001,2
0.5,0,150,0.02,50,15,20,0.0101,2
0.5,0,150,0.02,50,15,30,0.0288,2
0.5,0,150,0.02,100,0,10,0.1477,2
0.5,0,150,0.03,50,0,10,0.0269,2
0.5,0,150,0.03,50,10,30,0.1374,2
0.5,0,150,0.03,100,0,20,0.0327,2
0.5,0,150,0.04,50,5,30,0.0246,2
0.5,0,150,0.04,100,0,20,0.0673,2
0.5,0,150,0.04,100,0,30,0.0235,2
0.6,0,150,0.03,100,15,30,0.0556,2
-1,0,50,0.02,10,0,10,0.0294,1
-1,0,50,0.02,10,0,20,0.0045,1
-1,0,50,0.02,10,5,10,0.1404,1
-1,0,50,0.02,10,5,20,0.1419,1
-1,0,50,0.02,10,10,10,0.0622,1
-1,0,50,0.02,10,10,20,0.0921,1
-1,0,50,0.02,10,15,30,0.1402,1
-1,0.23,50,0.02,10,0,20,0.0784,1
-1,0.23,50,0.02,10,5,20,0.0083,1
-1,0.23,50,0.02,10,5,30,0.05,1
-1,0.23,50,0.02,10,10,10,0.0989,1
-1,0.23,50,0.02,10,10,30,0.0819,1
-1,0.23,50,0.02,10,15,10,0.1069,1
-1,0.23,50,0.02,10,15,20,0.0723,1
-1,0.23,50,0.03,10,0,10,0.0083,1
-1,0.23,50,0.03,10,0,30,0.0012,1
-1,0.23,50,0.03,10,5,10,0.003,1
-1,0.23,50,0.03,10,5,30,0.0001,1
-1,0.23,50,0.03,10,10,10,0.1188,1
-1,0.23,50,0.03,10,10,20,0.1197,1
-1,0.23,50,0.03,10,15,10,0.0023,1
-1,0.23,50,0.03,10,15,20,0.0281,1
-1,0.23,50,0.03,10,15,30,0.0001,1
-1,0.23,50,0.04,10,0,30,0.0222,1
-1,0.23,50,0.04,10,5,20,0.043,1
-1,0.23,100,0.02,50,0,20,0.0656,1
-1,0.23,100,0.02,50,5,20,0.0015,1
-1,0.23,100,0.03,50,0,30,0.0171,1
-1,0.23,100,0.03,50,5,20,0.1266,1
-1,0.23,100,0.04,50,0,20,0.0714,1
-1,0.23,100,0.04,50,0,30,0.0037,1
-1,0.23,150,0.02,50,0,10,0.1128,1
-1,0.23,150,0.02,50,0,30,0.0371,1
-1,0.23,150,0.02,50,5,10,0.1366,1
-1,0.23,150,0.02,50,10,10,0.1402,1
-1,0.23,150,0.02,100,0,10,0.0467,1
-1,0.23,150,0.02,100,0,30,0.1195,1
-1,0.23,150,0.03,50,0,10,0.1262,1
-1,0.23,150,0.03,50,0,30,0.0738,1
-1,0.23,150,0.03,50,5,10,0.1197,1
