fiss,k,leap,score,dates
50,25,0,0.0917,2
50,25,15,0.3089,7
50,25,20,0.2713,7
50,25,25,0.1844,5
50,25,30,0.1389,5
50,50,0,0.0149,1
50,50,15,0.0898,3
50,50,20,0.0384,3
50,50,25,0.0185,3
50,50,30,0.0251,3
50,75,0,0.0244,1
50,75,15,0.0748,3
50,75,20,0.0286,3
50,75,25,0.0199,3
50,75,30,0.0199,2
50,100,0,0.0238,1
50,100,15,0.0748,3
50,100,20,0.0285,3
50,100,25,0.02,3
50,100,30,0.0199,2
75,25,0,0.0232,3
75,25,15,0.0709,6
75,25,20,0.2524,7
75,25,25,0.2726,7
75,25,30,0.3324,7
75,50,0,0.0832,1
75,50,15,0.1604,6
75,50,20,0.0938,4
75,50,25,0.0963,3
75,50,30,0.0504,3
75,75,0,0.0642,1
75,75,15,0.1158,3
75,75,20,0.1042,4
75,75,25,0.0675,3
75,75,30,0.0306,3
75,100,0,0.0671,1
75,100,15,0.1011,4
75,100,20,0.0982,3
75,100,25,0.0561,3
75,100,30,0.0285,3
100,25,0,0.0062,2
100,25,15,0.1231,6
100,25,20,0.2358,6
100,25,25,0.239,7
100,25,30,0.3542,7
100,50,0,0.0477,3
100,50,15,0.1488,5
100,50,20,0.2827,7
100,50,25,0.33,7
100,50,30,0.2553,6
100,75,0,0.0549,1
100,75,15,0.1599,6
100,75,20,0.107,4
100,75,25,0.0936,3
100,75,30,0.0444,3
100,100,0,0.0545,1
100,100,15,0.1161,3
100,100,20,0.1042,4
100,100,25,0.062,3
100,100,30,0.0316,3
125,25,0,0.0035,3
125,25,15,0.1126,5
125,25,20,0.2824,7
125,25,25,0.3055,7
125,25,30,0.2844,7
125,50,0,0.1415,2
125,50,15,0.3443,6
125,50,20,0.2918,7
125,50,25,0.2521,6
125,50,30,0.1596,5
125,75,0,0.1022,2
125,75,15,0.1682,5
125,75,20,0.1042,4
125,75,25,0.0868,3
125,75,30,0.0351,3
125,100,0,0.0638,1
125,100,15,0.0989,4
125,100,20,0.0725,3
125,100,25,0.0374,3
125,100,30,0.027,3
150,25,0,0.0011,1
150,25,15,0.0918,6
150,25,20,0.1683,6
150,25,25,0.3068,7
150,25,30,0.3268,7
150,50,0,0.0309,3
150,50,15,0.1863,5
150,50,20,0.313,6
150,50,25,0.3642,7
150,50,30,0.361,7
150,75,0,0.0508,3
150,75,15,0.2778,6
150,75,20,0.3304,7
150,75,25,0.2671,7
150,75,30,0.184,6
150,100,0,0.0811,1
150,100,15,0.1354,5
150,100,20,0.1084,4
150,100,25,0.0494,3
150,100,30,0.0379,3

Cult: tupi | Start: 2500 | Site: bvista | Veg: 0.0
