fiss,k,leap,score,dates
50,25,0,0.0,0
50,25,15,0.001,1
50,25,20,0.0,0
50,25,25,0.0,0
50,25,30,0.1583,3
50,50,0,0.0,0
50,50,15,0.0,0
50,50,20,0.0292,1
50,50,25,0.1918,3
50,50,30,0.1455,3
50,75,0,0.0,0
50,75,15,0.0121,1
50,75,20,0.0342,1
50,75,25,0.1916,3
50,75,30,0.145,2
50,100,0,0.0,0
50,100,15,0.0125,1
50,100,20,0.0354,1
50,100,25,0.1884,3
50,100,30,0.1302,3
75,25,0,0.0,0
75,25,15,0.1179,1
75,25,20,0.001,1
75,25,25,0.0,0
75,25,30,0.007,1
75,50,0,0.0,0
75,50,15,0.0,0
75,50,20,0.0049,1
75,50,25,0.1376,3
75,50,30,0.1885,3
75,75,0,0.0,0
75,75,15,0.0,0
75,75,20,0.0233,1
75,75,25,0.1635,3
75,75,30,0.1952,3
75,100,0,0.0,0
75,100,15,0.0063,1
75,100,20,0.0271,1
75,100,25,0.1924,3
75,100,30,0.1926,3
100,25,0,0.0,0
100,25,15,0.0,0
100,25,20,0.009,1
100,25,25,0.0,0
100,25,30,0.0,0
100,50,0,0.0,0
100,50,15,0.0635,1
100,50,20,0.0,0
100,50,25,0.0,0
100,50,30,0.2371,3
100,75,0,0.0,0
100,75,15,0.0,0
100,75,20,0.0078,1
100,75,25,0.1286,2
100,75,30,0.1615,3
100,100,0,0.0,0
100,100,15,0.0,0
100,100,20,0.0233,1
100,100,25,0.1611,3
100,100,30,0.1983,3
125,25,0,0.0,0
125,25,15,0.0,0
125,25,20,0.0017,1
125,25,25,0.0,0
125,25,30,0.0,0
125,50,0,0.0,0
125,50,15,0.008,1
125,50,20,0.0,0
125,50,25,0.0,0
125,50,30,0.1823,3
125,75,0,0.0,0
125,75,15,0.0,0
125,75,20,0.0016,1
125,75,25,0.1377,3
125,75,30,0.2021,3
125,100,0,0.0,0
125,100,15,0.0,0
125,100,20,0.0163,1
125,100,25,0.2007,3
125,100,30,0.1918,2
150,25,0,0.0,0
150,25,15,0.0,0
150,25,20,0.0148,1
150,25,25,0.0,0
150,25,30,0.0,0
150,50,0,0.0,0
150,50,15,0.1041,1
150,50,20,0.0001,1
150,50,25,0.0,0
150,50,30,0.0037,1
150,75,0,0.0,0
150,75,15,0.0071,1
150,75,20,0.0,0
150,75,25,0.0,0
150,75,30,0.2,3
150,100,0,0.0,0
150,100,15,0.0,0
150,100,20,0.0063,1
150,100,25,0.1473,2
150,100,30,0.2082,3

Cult: arawak | Start: 4600 | Site: lagruta | Veg: 0.5
