fiss,k,leap,score,dates
50,25,0,0.076,1
50,25,15,0.2068,3
50,25,20,0.1009,3
50,25,25,0.0805,2
50,25,30,0.0755,2
50,50,0,0.0754,1
50,50,15,0.1095,3
50,50,20,0.1547,4
50,50,25,0.1284,3
50,50,30,0.084,3
50,75,0,0.0745,1
50,75,15,0.1828,4
50,75,20,0.1402,3
50,75,25,0.1039,3
50,75,30,0.0913,3
50,100,0,0.0715,1
50,100,15,0.1599,3
50,100,20,0.1402,3
50,100,25,0.1039,3
50,100,30,0.0897,3
75,25,0,0.0767,1
75,25,15,0.1404,4
75,25,20,0.2791,4
75,25,25,0.2008,3
75,25,30,0.1454,3
75,50,0,0.0466,1
75,50,15,0.0859,3
75,50,20,0.0062,1
75,50,25,0.1577,4
75,50,30,0.1479,3
75,75,0,0.0673,1
75,75,15,0.0087,3
75,75,20,0.1062,5
75,75,25,0.1554,3
75,75,30,0.1505,3
75,100,0,0.0752,1
75,100,15,0.0766,2
75,100,20,0.1231,4
75,100,25,0.1463,3
75,100,30,0.1497,3
100,25,0,0.0751,1
100,25,15,0.1289,3
100,25,20,0.273,4
100,25,25,0.1964,4
100,25,30,0.1567,3
100,50,0,0.0825,1
100,50,15,0.2681,4
100,50,20,0.1841,3
100,50,25,0.1645,3
100,50,30,0.1004,3
100,75,0,0.0425,1
100,75,15,0.0827,3
100,75,20,0.0003,1
100,75,25,0.1535,4
100,75,30,0.1534,3
100,100,0,0.0738,1
100,100,15,0.078,3
100,100,20,0.1886,4
100,100,25,0.1539,3
100,100,30,0.1492,3
125,25,0,0.0788,1
125,25,15,0.1511,4
125,25,20,0.2768,4
125,25,25,0.1836,3
125,25,30,0.1031,3
125,50,0,0.0728,1
125,50,15,0.2097,4
125,50,20,0.1636,3
125,50,25,0.0916,3
125,50,30,0.0831,2
125,75,0,0.0719,1
125,75,15,0.0826,3
125,75,20,0.0063,2
125,75,25,0.1563,3
125,75,30,0.1439,3
125,100,0,0.0467,1
125,100,15,0.0755,2
125,100,20,0.1483,3
125,100,25,0.1454,3
125,100,30,0.1212,3
150,25,0,0.0169,1
150,25,15,0.0853,3
150,25,20,0.1851,4
150,25,25,0.1852,4
150,25,30,0.1502,3
150,50,0,0.0814,1
150,50,15,0.1689,4
150,50,20,0.2667,4
150,50,25,0.1704,3
150,50,30,0.1129,3
150,75,0,0.0728,1
150,75,15,0.2304,4
150,75,20,0.1694,3
150,75,25,0.1208,3
150,75,30,0.0985,3
150,100,0,0.0759,1
150,100,15,0.0819,2
150,100,20,0.1582,3
150,100,25,0.1624,4
150,100,30,0.1442,3

Cult: tupi | Start: 2500 | Site: bvista | Veg: 0.5
