veg,max,fiss,r,k,leap,perm,score,dates
0.4,0.23,150,0.03,50,10,30,0.1644,4
0.4,0.23,150,0.03,100,5,30,0.109,4
0.4,0.23,100,0.02,50,10,30,0.1068,4
0.4,0.23,100,0.04,50,5,30,0.2365,3
0.4,0,150,0.02,50,0,30,0.232,3
0.4,0.23,150,0.02,50,15,30,0.2274,3
0.4,0.23,50,0.04,10,15,30,0.212,3
0.4,0.23,150,0.02,100,5,30,0.1926,3
0.4,0.23,100,0.03,50,5,10,0.1797,3
0.4,0.23,150,0.03,50,10,10,0.1647,3
0.4,0,50,0.03,10,0,30,0.1272,3
0.4,0,50,0.02,10,5,10,0.1177,3
0.4,0.23,100,0.03,50,0,10,0.109,3
0.4,0.23,150,0.04,50,5,10,0.1067,3
0.4,0.23,150,0.04,100,0,30,0.0922,3
-1,0,50,0.02,10,5,30,0.0141,3
-1,0,50,0.02,10,0,30,0.001,3
0.4,0.23,50,0.04,10,10,30,0.2424,2
0.4,0.23,150,0.02,50,10,10,0.2195,2
0.4,0,150,0.02,50,5,30,0.1929,2
-1,0.23,50,0.02,10,5,10,0.1619,2
-1,0.23,150,0.02,50,10,30,0.1602,2
0.4,0.23,50,0.03,10,15,30,0.151,2
-1,0.23,50,0.02,10,15,10,0.1371,2
0.4,0.23,50,0.04,10,15,10,0.1348,2
0.5,0,150,0.02,50,15,30,0.1318,2
0.4,0.23,150,0.04,50,5,30,0.1259,2
0.4,0.23,150,0.02,50,15,10,0.1157,2
-1,0.23,50,0.03,10,10,30,0.1107,2
0.4,0,50,0.03,10,5,30,0.0924,2
-1,0.23,50,0.02,10,0,30,0.0721,2
0.4,0.23,100,0.02,50,5,10,0.0715,2
0.4,0.23,150,0.02,50,10,30,0.0685,2
0.5,0,50,0.04,10,10,30,0.0653,2
0.5,0,50,0.03,10,15,30,0.0438,2
0.5,0,150,0.02,100,5,30,0.0418,2
0.5,0,100,0.02,50,0,10,0.0405,2
0.4,0,50,0.02,10,10,10,0.0391,2
0.5,0,50,0.04,10,5,10,0.0315,2
0.6,0,100,0.04,50,15,10,0.0249,2
0.4,0.23,150,0.04,50,0,10,0.0214,2
0.4,0,50,0.02,10,0,10,0.0196,2
0.5,0,100,0.03,50,5,30,0.0192,2
-1,0.23,50,0.04,10,5,30,0.0185,2
0.5,0,150,0.03,100,5,30,0.0177,2
0.5,0,150,0.04,100,0,30,0.0172,2
0.4,0,100,0.02,50,0,30,0.0154,2
0.5,0,150,0.03,50,5,10,0.0098,2
0.4,0,50,0.02,10,10,30,0.0097,2
0.5,0,150,0.03,100,0,30,0.0072,2
-1,0.23,50,0.02,10,15,30,0.0052,2
-1,0.23,100,0.02,50,5,30,0.001,2
0.5,0,50,0.04,10,0,30,0.0001,2
0.5,0,50,0.04,10,5,30,0.0001,2
-1,0.23,50,0.02,10,5,30,0.0437,1
-1,0.23,50,0.02,10,10,10,0.1058,1
-1,0.23,50,0.02,10,10,30,0.0716,1
-1,0.23,50,0.03,10,0,10,0.008,1
-1,0.23,50,0.03,10,0,30,0.0026,1
-1,0.23,50,0.03,10,5,10,0.0057,1
-1,0.23,50,0.03,10,5,30,0.0002,1
-1,0.23,50,0.03,10,10,10,0.1043,1
-1,0.23,50,0.03,10,15,10,0.0021,1
-1,0.23,50,0.04,10,0,30,0.0194,1
-1,0.23,100,0.03,50,0,30,0.0016,1
-1,0.23,100,0.04,50,0,30,0.0032,1
-1,0.23,150,0.02,50,0,10,0.1211,1
-1,0.23,150,0.02,50,0,30,0.0378,1
-1,0.23,150,0.02,50,5,10,0.1168,1
-1,0.23,150,0.02,50,5,30,0.0014,1
-1,0.23,150,0.02,50,10,10,0.0859,1
-1,0.23,150,0.02,100,0,10,0.0394,1
-1,0.23,150,0.02,100,0,30,0.1205,1
-1,0.23,150,0.03,50,0,10,0.1013,1
-1,0.23,150,0.03,50,0,30,0.0574,1
-1,0.23,150,0.03,50,5,10,0.1099,1
-1,0.23,150,0.03,50,5,30,0.0002,1
0.4,0.23,50,0.02,10,15,30,0.0001,1
0.4,0.23,50,0.03,10,15,10,0.0679,1
0.4,0.23,50,0.04,10,10,10,0.1226,1
0.4,0.23,100,0.02,50,10,10,0.0831,1
0.4,0.23,100,0.03,50,5,30,0.0906,1
0.4,0.23,100,0.04,50,0,10,0.0031,1
0.4,0.23,100,0.04,50,0,30,0.0906,1
0.4,0.23,100,0.04,50,5,10,0.0027,1
0.4,0.23,150,0.03,50,0,10,0.125,1
0.4,0.23,150,0.03,50,5,10,0.0906,1
0.4,0.23,150,0.03,100,0,10,0.0038,1
0.4,0.23,150,0.04,50,10,10,0.0003,1
0.4,0.23,150,0.04,100,0,10,0.0135,1
0.5,0.23,100,0.04,50,15,10,0.0004,1
0.5,0.23,150,0.02,100,15,10,0.0009,1
0.5,0.23,150,0.03,100,15,10,0.033,1
0.5,0.23,150,0.04,100,10,10,0.0015,1
-1,0,50,0.02,10,0,10,0.0158,1
-1,0,50,0.02,10,5,10,0.1197,1
-1,0,50,0.02,10,10,10,0.125,1
-1,0,50,0.02,10,15,30,0.0455,1
0.4,0,50,0.02,10,0,30,0.0284,1
0.4,0,50,0.02,10,5,30,0.0511,1
0.4,0,50,0.02,10,15,10,0.0067,1
0.4,0,50,0.02,10,15,30,0.0016,1
0.4,0,50,0.03,10,0,10,0.0062,1
0.4,0,50,0.03,10,5,10,0.0031,1
0.4,0,100,0.02,50,5,30,0.0063,1
0.4,0,100,0.02,50,10,30,0.0031,1
0.4,0,100,0.03,50,5,30,0.0836,1
0.4,0,100,0.04,50,0,30,0.0041,1
0.4,0,150,0.02,50,0,10,0.0336,1
0.4,0,150,0.02,50,5,10,0.0037,1
0.4,0,150,0.02,50,10,30,0.1148,1
0.4,0,150,0.03,50,0,30,0.0007,1
0.4,0,150,0.03,100,0,30,0.1224,1
0.4,0,150,0.04,50,0,30,0.0353,1
0.5,0,50,0.02,10,0,10,0.0633,1
0.5,0,50,0.02,10,0,30,0.0783,1
0.5,0,50,0.02,10,5,10,0.0002,1
0.5,0,50,0.02,10,5,30,0.103,1
0.5,0,50,0.03,10,0,10,0.0027,1
0.5,0,50,0.03,10,5,10,0.0302,1
0.5,0,50,0.03,10,10,10,0.0242,1
0.5,0,50,0.03,10,10,30,0.0001,1
0.5,0,50,0.04,10,0,10,0.0136,1
0.5,0,100,0.02,50,5,10,0.001,1
0.5,0,100,0.02,50,10,10,0.12,1
0.5,0,100,0.03,50,0,10,0.119,1
0.5,0,100,0.03,50,0,30,0.0006,1
0.5,0,100,0.03,50,5,10,0.0065,1
0.5,0,100,0.03,50,10,10,0.0006,1
0.5,0,100,0.04,50,0,30,0.018,1
0.5,0,100,0.04,50,5,10,0.0003,1
0.5,0,100,0.04,50,5,30,0.1173,1
0.5,0,100,0.04,50,10,10,0.033,1
0.5,0,100,0.04,50,10,30,0.0044,1
0.5,0,150,0.02,50,0,10,0,1
0.5,0,150,0.02,50,5,10,0,1
0.5,0,150,0.02,50,10,30,0.0024,1
0.5,0,150,0.02,100,0,10,0.1238,1
0.5,0,150,0.02,100,0,30,0.0001,1
0.5,0,150,0.02,100,5,10,0.1026,1
0.5,0,150,0.02,100,10,10,0.001,1
0.5,0,150,0.02,100,15,30,0.0037,1
0.5,0,150,0.03,50,0,10,0.0135,1
0.5,0,150,0.03,50,0,30,0.0007,1
0.5,0,150,0.03,50,5,30,0.0007,1
0.5,0,150,0.03,50,10,30,0.0978,1
0.5,0,150,0.03,100,5,10,0.0027,1
0.5,0,150,0.04,50,5,30,0.1178,1
0.5,0,150,0.04,50,10,10,0.0008,1
0.5,0,150,0.04,50,15,30,0.033,1
0.5,0,150,0.04,100,0,10,0.0001,1
0.5,0,150,0.04,100,5,10,0.0025,1
0.5,0,150,0.04,100,5,30,0.0003,1
0.6,0,50,0.03,10,15,10,0.0015,1
0.6,0,50,0.04,10,0,10,0.1167,1
0.6,0,50,0.04,10,5,10,0.09,1
0.6,0,50,0.04,10,10,10,0.0492,1
0.6,0,50,0.04,10,10,30,0.0023,1
0.6,0,50,0.04,10,15,10,0.0438,1
0.6,0,50,0.04,10,15,30,0.0373,1
0.6,0,100,0.02,50,15,10,0.0096,1
0.6,0,100,0.03,50,0,10,0.0037,1
0.6,0,100,0.03,50,5,10,0.001,1
0.6,0,100,0.03,50,5,30,0.0001,1
0.6,0,100,0.03,50,10,30,0.0606,1
0.6,0,100,0.04,50,0,30,0.0438,1
0.6,0,100,0.04,50,5,30,0,1
0.6,0,100,0.04,50,15,30,0.1249,1
0.6,0,150,0.02,100,0,10,0.0011,1
0.6,0,150,0.02,100,5,10,0.1084,1
0.6,0,150,0.02,100,10,10,0.0438,1
0.6,0,150,0.02,100,10,30,0.1114,1
0.6,0,150,0.02,100,15,30,0.0338,1
0.6,0,150,0.03,50,0,10,0.1162,1
0.6,0,150,0.03,50,5,10,0.11,1
0.6,0,150,0.03,50,10,10,0.0028,1
0.6,0,150,0.03,50,10,30,0.1064,1
0.6,0,150,0.03,50,15,10,0.0606,1
0.6,0,150,0.03,50,15,30,0.0675,1
0.6,0,150,0.03,100,0,30,0.0022,1
0.6,0,150,0.03,100,5,30,0.0609,1
0.6,0,150,0.03,100,10,10,0.0461,1
0.6,0,150,0.03,100,15,10,0.1104,1
0.6,0,150,0.03,100,15,30,0.0182,1
0.6,0,150,0.04,50,0,30,0.1169,1
0.6,0,150,0.04,50,5,30,0.0026,1
0.6,0,150,0.04,100,5,10,0.014,1
0.6,0,150,0.04,100,10,10,0.0539,1
0.6,0,150,0.04,100,10,30,0.0204,1
-1,0.23,50,0.02,10,0,10,0,0
-1,0.23,50,0.03,10,15,30,0,0
-1,0.23,50,0.04,10,0,10,0,0
-1,0.23,50,0.04,10,5,10,0,0
-1,0.23,50,0.04,10,10,10,0,0
-1,0.23,50,0.04,10,10,30,0,0
-1,0.23,50,0.04,10,15,10,0,0
-1,0.23,50,0.04,10,15,30,0,0
-1,0.23,100,0.02,10,0,10,0,0
-1,0.23,100,0.02,10,0,30,0,0
-1,0.23,100,0.02,10,5,10,0,0
-1,0.23,100,0.02,10,5,30,0,0
-1,0.23,100,0.02,10,10,10,0,0
-1,0.23,100,0.02,10,10,30,0,0
-1,0.23,100,0.02,10,15,10,0,0
-1,0.23,100,0.02,10,15,30,0,0
-1,0.23,100,0.02,50,0,10,0,0
-1,0.23,100,0.02,50,0,30,0,0
-1,0.23,100,0.02,50,5,10,0,0
-1,0.23,100,0.02,50,10,10,0,0
-1,0.23,100,0.02,50,10,30,0,0
-1,0.23,100,0.02,50,15,10,0,0
-1,0.23,100,0.02,50,15,30,0,0
-1,0.23,100,0.03,10,0,10,0,0
-1,0.23,100,0.03,10,0,30,0,0
-1,0.23,100,0.03,10,5,10,0,0
-1,0.23,100,0.03,10,5,30,0,0
-1,0.23,100,0.03,10,10,10,0,0
-1,0.23,100,0.03,10,10,30,0,0
-1,0.23,100,0.03,10,15,10,0,0
-1,0.23,100,0.03,10,15,30,0,0
-1,0.23,100,0.03,50,0,10,0,0
-1,0.23,100,0.03,50,5,10,0,0
-1,0.23,100,0.03,50,5,30,0,0
-1,0.23,100,0.03,50,10,10,0,0
-1,0.23,100,0.03,50,10,30,0,0
-1,0.23,100,0.03,50,15,10,0,0
-1,0.23,100,0.03,50,15,30,0,0
-1,0.23,100,0.04,10,0,10,0,0
-1,0.23,100,0.04,10,0,30,0,0
-1,0.23,100,0.04,10,5,10,0,0
-1,0.23,100,0.04,10,5,30,0,0
-1,0.23,100,0.04,10,10,10,0,0
-1,0.23,100,0.04,10,10,30,0,0
-1,0.23,100,0.04,10,15,10,0,0
-1,0.23,100,0.04,10,15,30,0,0
-1,0.23,100,0.04,50,0,10,0,0
-1,0.23,100,0.04,50,5,10,0,0
-1,0.23,100,0.04,50,5,30,0,0
-1,0.23,100,0.04,50,10,10,0,0
-1,0.23,100,0.04,50,10,30,0,0
-1,0.23,100,0.04,50,15,10,0,0
-1,0.23,100,0.04,50,15,30,0,0
-1,0.23,150,0.02,10,0,10,0,0
-1,0.23,150,0.02,10,0,30,0,0
-1,0.23,150,0.02,10,5,10,0,0
-1,0.23,150,0.02,10,5,30,0,0
-1,0.23,150,0.02,10,10,10,0,0
-1,0.23,150,0.02,10,10,30,0,0
-1,0.23,150,0.02,10,15,10,0,0
-1,0.23,150,0.02,10,15,30,0,0
