veg,max,fiss,r,k,leap,perm,score
0.4,0.23,150,0.03,100,0,20,1591
0.4,0.23,150,0.03,100,0,30,1674
0.4,0.23,150,0.03,100,5,10,1233
0.4,0.23,150,0.03,100,5,20,920
0.4,0.23,150,0.03,100,5,30,655
0.4,0.23,150,0.03,100,15,10,1668
0.4,0.23,150,0.03,100,15,20,1604
0.4,0.23,150,0.03,100,15,30,1547
0.4,0.23,150,0.04,10,0,10,1674
0.4,0.23,150,0.04,10,0,20,1674
0.4,0.23,150,0.04,10,0,30,1674
0.4,0.23,150,0.04,10,5,10,1674
0.4,0.23,150,0.04,10,5,20,1674
0.4,0.23,150,0.04,10,5,30,1674
0.4,0.23,150,0.04,10,15,10,1674
0.4,0.23,150,0.04,10,15,20,1674
0.4,0.23,150,0.04,10,15,30,1674
0.4,0.23,150,0.04,50,0,10,532
0.4,0.23,150,0.04,50,0,20,1674
0.4,0.23,150,0.04,50,0,30,1674
0.4,0.23,150,0.04,50,5,10,846
0.4,0.23,150,0.04,50,5,20,339
0.4,0.23,150,0.04,50,5,30,394
0.4,0.23,150,0.04,50,15,10,1282
0.4,0.23,150,0.04,50,15,20,1264
0.4,0.23,150,0.04,50,15,30,1324
0.4,0.23,150,0.04,100,0,10,994
0.4,0.23,150,0.04,100,0,20,602
0.4,0.23,150,0.04,100,0,30,596
0.4,0.23,150,0.04,100,5,10,1384
0.4,0.23,150,0.04,100,5,20,1165
0.4,0.23,150,0.04,100,5,30,1153
0.4,0.23,150,0.04,100,15,10,1803
0.4,0.23,150,0.04,100,15,20,1705
0.4,0.23,150,0.04,100,15,30,1696

Cult: tupi | Start: 4400 | Site: encontro
