fiss,k,leap,score,dates
120,30,15,0.1823,1
120,40,0,0.1945,1
120,40,5,0.1967,1
120,40,10,0.1805,1
120,40,15,0.3012,2
120,50,0,0.1764,1
120,50,5,0.1849,1
120,50,10,0.1573,1
120,50,15,0.096,1
120,60,0,0.1747,1
120,60,5,0.131,2
120,60,10,0.1982,1
120,60,15,0.1053,1
120,70,0,0.2324,2
120,70,5,0.1965,1
120,70,10,0.0052,1
120,70,15,0.1835,2
120,80,0,0.1988,1
120,80,5,0.1053,1
120,80,10,0.0164,1
120,80,15,0.2672,2
120,90,0,0.1933,1
120,90,5,0.01,1
120,90,10,0.0488,2
120,90,15,0.2867,2
120,100,0,0.0448,1
120,100,5,0.0,0
120,100,10,0.037,2
120,100,15,0.3847,2
130,10,0,0.0,0
130,10,5,0.0,0
130,10,10,0.0,0
130,10,15,0.0,0
130,20,0,0.0792,1
130,20,5,0.0328,1
130,20,10,0.0747,1
130,20,15,0.031,1
130,30,0,0.1844,1
130,30,5,0.1814,1
130,30,10,0.1958,1
130,30,15,0.1795,1
130,40,0,0.1979,1
130,40,5,0.1958,1
130,40,10,0.1819,1
130,40,15,0.1321,2
130,50,0,0.1871,1
130,50,5,0.1945,1
130,50,10,0.1627,2
130,50,15,0.0641,1
130,60,0,0.1747,1
130,60,5,0.1747,1
130,60,10,0.1968,1
130,60,15,0.1185,1
130,70,0,0.1137,2
130,70,5,0.2,1
130,70,10,0.0,1
130,70,15,0.0751,2
130,80,0,0.2079,2
130,80,5,0.1968,1
130,80,10,0.0015,1
130,80,15,0.0702,2
130,90,0,0.1988,1
130,90,5,0.096,1
130,90,10,0.0542,1
130,90,15,0.2761,2
130,100,0,0.1917,1
130,100,5,0.0076,1
130,100,10,0.087,1
130,100,15,0.2846,2
140,10,0,0.0,0
140,10,5,0.0,0
140,10,10,0.0,0
140,10,15,0.0,0
140,20,0,0.0,0
140,20,5,0.0,0
140,20,10,0.0,0
140,20,15,0.0,0
140,30,0,0.1851,1
140,30,5,0.1851,1
140,30,10,0.1851,1
140,30,15,0.1871,1
140,40,0,0.1913,1
140,40,5,0.1967,1
140,40,10,0.1763,1
140,40,15,0.1823,1
140,50,0,0.1945,1
140,50,5,0.1871,1
140,50,10,0.1908,2
140,50,15,0.1987,1
140,60,0,0.1823,1
140,60,5,0.1747,1
140,60,10,0.202,2
140,60,15,0.1794,1
140,70,0,0.1747,1
140,70,5,0.1747,1
140,70,10,0.1085,1
140,70,15,0.1941,1
140,80,0,0.1815,2
140,80,5,0.1988,1
140,80,10,0.0,0
140,80,15,0.0755,2
140,90,0,0.1691,2
140,90,5,0.1968,1
140,90,10,0.0054,1
140,90,15,0.1295,2
140,100,0,0.2,1
140,100,5,0.1014,1
140,100,10,0.072,1
140,100,15,0.2677,2
150,10,0,0.0,0
150,10,5,0.0,0
150,10,10,0.0,0
150,10,15,0.0,0
150,20,0,0.0,0
150,20,5,0.0,0
150,20,10,0.0,0
150,20,15,0.0,0
150,30,0,0.1032,1
150,30,5,0.1643,1
150,30,10,0.1847,1
150,30,15,0.1844,1
150,40,0,0.1948,1
150,40,5,0.1971,1
150,40,10,0.1764,1
150,40,15,0.1867,1
150,50,0,0.1971,1
150,50,5,0.191,1
150,50,10,0.1969,1
150,50,15,0.1867,1
150,60,0,0.1774,1
150,60,5,0.1885,1
150,60,10,0.1198,2
150,60,15,0.1924,1
150,70,0,0.1753,1
150,70,5,0.1819,1
150,70,10,0.1723,2
150,70,15,0.1701,1
150,80,0,0.1747,1
150,80,5,0.0732,1
150,80,10,0.0,0
150,80,15,0.0559,2
150,90,0,0.2323,2
150,90,5,0.1789,1
150,90,10,0.0006,1
150,90,15,0.0715,2
150,100,0,0.1579,2
150,100,5,0.0385,1
150,100,10,0.0225,1
150,100,15,0.2379,2

Cult: tupi | Start: 2400 | Site: bvista | Veg: 0.5
