name,x,y,score,year
dates/tupi/queimada_nova.txt,1891120,2574120,0,1102
dates/tupi/alto_parana.txt,787924,1201890,0,2566
dates/tupi/morro_grande_b.txt,1715120,974134,0.526048,1721
dates/tupi/pedra_talhada_b.txt,1220650,2050600,0,2435
dates/tupi/caldeirao.txt,1047970,2977450,0.772367,1446
