fiss,k,leap,score,dates
50,25,0,0.1911,4
50,25,15,0.2151,5
50,25,20,0.2297,6
50,25,25,0.1974,5
50,25,30,0.1367,4
50,50,0,0.0031,1
50,50,15,0.1154,3
50,50,20,0.0516,2
50,50,25,0.0528,2
50,50,30,0.0402,1
50,75,0,0.0031,1
50,75,15,0.0309,2
50,75,20,0.033,1
50,75,25,0.0444,2
50,75,30,0.0319,1
50,100,0,0.0031,1
50,100,15,0.0309,2
50,100,20,0.033,1
50,100,25,0.0444,2
50,100,30,0.0319,1
75,25,0,0.0585,3
75,25,15,0.0585,2
75,25,20,0.2342,4
75,25,25,0.221,6
75,25,30,0.2605,6
75,50,0,0.0225,4
75,50,15,0.1471,5
75,50,20,0.0346,2
75,50,25,0.0378,3
75,50,30,0.0201,2
75,75,0,0.0021,2
75,75,15,0.1677,4
75,75,20,0.1111,3
75,75,25,0.0293,2
75,75,30,0.0189,2
75,100,0,0.0025,2
75,100,15,0.0238,2
75,100,20,0.0247,2
75,100,25,0.0282,2
75,100,30,0.0202,3
100,25,0,0.028,3
100,25,15,0.0597,2
100,25,20,0.1574,3
100,25,25,0.2345,5
100,25,30,0.2011,6
100,50,0,0.1086,3
100,50,15,0.1312,3
100,50,20,0.2087,6
100,50,25,0.2519,6
100,50,30,0.1738,5
100,75,0,0.0087,2
100,75,15,0.1634,3
100,75,20,0.0348,2
100,75,25,0.0388,3
100,75,30,0.023,2
100,100,0,0.0404,2
100,100,15,0.1091,3
100,100,20,0.1103,3
100,100,25,0.0286,2
100,100,30,0.0189,2
125,25,0,0.0469,3
125,25,15,0.0743,3
125,25,20,0.264,5
125,25,25,0.2628,5
125,25,30,0.1953,5
125,50,0,0.1499,3
125,50,15,0.2186,4
125,50,20,0.1929,5
125,50,25,0.2801,6
125,50,30,0.1496,5
125,75,0,0.1873,4
125,75,15,0.1574,5
125,75,20,0.131,3
125,75,25,0.0544,3
125,75,30,0.0283,3
125,100,0,0.0411,3
125,100,15,0.1103,3
125,100,20,0.0372,1
125,100,25,0.0502,3
125,100,30,0.0308,1
150,25,0,0.0144,2
150,25,15,0.0679,1
150,25,20,0.1353,3
150,25,25,0.2683,5
150,25,30,0.2661,5
150,50,0,0.0974,3
150,50,15,0.1032,3
150,50,20,0.2241,5
150,50,25,0.2232,5
150,50,30,0.2704,6
150,75,0,0.1244,3
150,75,15,0.2253,5
150,75,20,0.1989,6
150,75,25,0.2838,6
150,75,30,0.1519,5
150,100,0,0.0172,4
150,100,15,0.174,4
150,100,20,0.139,4
150,100,25,0.1285,3
150,100,30,0.0226,3

Cult: arawak | Start: 4100 | Site: yarinacocha | Veg: 0.5
