fiss,k,leap,score,dates
50,25,0,0.0483,2
50,25,15,0.1696,5
50,25,20,0.151,4
50,25,25,0.1896,4
50,25,30,0.1263,4
50,50,0,0.0011,1
50,50,15,0.0997,3
50,50,20,0.0852,2
50,50,25,0.0171,2
50,50,30,0.0023,2
50,75,0,0.0001,1
50,75,15,0.0061,1
50,75,20,0.0022,1
50,75,25,0.0116,2
50,75,30,0.0015,2
50,100,0,0.0002,1
50,100,15,0.0065,1
50,100,20,0.002,1
50,100,25,0.012,2
50,100,30,0.0015,2
75,25,0,0.0518,1
75,25,15,0.0794,2
75,25,20,0.1661,4
75,25,25,0.1596,4
75,25,30,0.1821,5
75,50,0,0.0658,2
75,50,15,0.1272,4
75,50,20,0.2057,3
75,50,25,0.0371,2
75,50,30,0.0084,2
75,75,0,0.0026,1
75,75,15,0.1692,3
75,75,20,0.0504,1
75,75,25,0.0368,2
75,75,30,0.0141,2
75,100,0,0.0002,1
75,100,15,0.039,1
75,100,20,0.0456,1
75,100,25,0.0345,2
75,100,30,0.009,2
100,25,0,0.0212,1
100,25,15,0.0766,1
100,25,20,0.159,4
100,25,25,0.1589,4
100,25,30,0.1827,5
100,50,0,0.0828,1
100,50,15,0.1418,3
100,50,20,0.1671,5
100,50,25,0.1736,5
100,50,30,0.2069,4
100,75,0,0.0426,1
100,75,15,0.1276,4
100,75,20,0.1392,2
100,75,25,0.0409,2
100,75,30,0.0097,2
100,100,0,0.0033,1
100,100,15,0.1245,3
100,100,20,0.132,2
100,100,25,0.0385,2
100,100,30,0.014,2
125,25,0,0.0227,1
125,25,15,0.0844,2
125,25,20,0.176,4
125,25,25,0.1712,4
125,25,30,0.1749,5
125,50,0,0.0678,2
125,50,15,0.1703,5
125,50,20,0.1735,5
125,50,25,0.157,4
125,50,30,0.1298,4
125,75,0,0.0217,2
125,75,15,0.1302,4
125,75,20,0.1281,2
125,75,25,0.0234,2
125,75,30,0.0042,2
125,100,0,0.0149,1
125,100,15,0.1887,3
125,100,20,0.0873,2
125,100,25,0.0316,2
125,100,30,0.0029,2
150,25,0,0.0044,1
150,25,15,0.0239,1
150,25,20,0.0904,2
150,25,25,0.1756,4
150,25,30,0.1641,5
150,50,0,0.0593,1
150,50,15,0.1305,3
150,50,20,0.1601,4
150,50,25,0.1804,4
150,50,30,0.1586,5
150,75,0,0.0694,1
150,75,15,0.1426,4
150,75,20,0.1511,4
150,75,25,0.1783,5
150,75,30,0.1496,4
150,100,0,0.0838,2
150,100,15,0.1198,4
150,100,20,0.1155,3
150,100,25,0.1604,3
150,100,30,0.0043,2

Cult: arawak | Start: 4000 | Site: resigaro | Veg: 0.5
