fiss,k,leap,score,dates
50,25,0,0.0092,2
50,25,15,0.214,5
50,25,20,0.17,4
50,25,25,0.1157,4
50,25,30,0.0577,4
50,50,0,0.0011,1
50,50,15,0.0249,3
50,50,20,0.0078,2
50,50,25,0.0022,2
50,50,30,0.0024,2
50,75,0,0.0001,1
50,75,15,0.0117,2
50,75,20,0.0034,2
50,75,25,0.0024,2
50,75,30,0.0019,2
50,100,0,0.0002,1
50,100,15,0.0119,2
50,100,20,0.0031,2
50,100,25,0.0024,2
50,100,30,0.0019,2
75,25,0,0.0756,1
75,25,15,0.146,4
75,25,20,0.1876,5
75,25,25,0.2445,5
75,25,30,0.1945,5
75,50,0,0.0652,1
75,50,15,0.0991,4
75,50,20,0.0899,3
75,50,25,0.0247,2
75,50,30,0.009,2
75,75,0,0.0026,1
75,75,15,0.0634,3
75,75,20,0.0579,3
75,75,25,0.0217,2
75,75,30,0.014,2
75,100,0,0.0002,1
75,100,15,0.068,3
75,100,20,0.0512,3
75,100,25,0.0197,2
75,100,30,0.0094,2
100,25,0,0.0231,1
100,25,15,0.081,3
100,25,20,0.1788,5
100,25,25,0.2357,5
100,25,30,0.2044,5
100,50,0,0.0565,1
100,50,15,0.1713,4
100,50,20,0.2193,5
100,50,25,0.1999,5
100,50,30,0.1547,4
100,75,0,0.0426,1
100,75,15,0.0845,4
100,75,20,0.0803,3
100,75,25,0.0237,2
100,75,30,0.0097,2
100,100,0,0.0033,1
100,100,15,0.0637,3
100,100,20,0.0576,3
100,100,25,0.0225,2
100,100,30,0.014,2
125,25,0,0.0245,1
125,25,15,0.0859,3
125,25,20,0.1984,5
125,25,25,0.2501,5
125,25,30,0.2241,5
125,50,0,0.02,2
125,50,15,0.1966,5
125,50,20,0.2348,5
125,50,25,0.18,4
125,50,30,0.0612,4
125,75,0,0.0096,2
125,75,15,0.1107,4
125,75,20,0.0794,3
125,75,25,0.0114,2
125,75,30,0.004,2
125,100,0,0.0149,1
125,100,15,0.0837,3
125,100,20,0.012,2
125,100,25,0.0055,2
125,100,30,0.0028,2
150,25,0,0.0236,1
150,25,15,0.0199,2
150,25,20,0.1136,4
150,25,25,0.2128,5
150,25,30,0.2507,5
150,50,0,0.0724,1
150,50,15,0.1226,4
150,50,20,0.2286,5
150,50,25,0.2671,5
150,50,30,0.156,5
150,75,0,0.0432,1
150,75,15,0.1595,5
150,75,20,0.2267,5
150,75,25,0.1868,5
150,75,30,0.0831,4
150,100,0,0.0833,1
150,100,15,0.0735,4
150,100,20,0.0451,3
150,100,25,0.0084,2
150,100,30,0.0043,2

Cult: arawak | Start: 4000 | Site: resigaro | Veg: 0.0
