fiss,k,leap,score,dates
50,25,0,0.1492,4
50,25,15,0.2527,6
50,25,20,0.2912,6
50,25,25,0.1621,5
50,25,30,0.0728,4
50,50,0,0.0075,1
50,50,15,0.0486,3
50,50,20,0.0533,3
50,50,25,0.0611,2
50,50,30,0.0471,1
50,75,0,0.0066,1
50,75,15,0.0409,3
50,75,20,0.0409,2
50,75,25,0.0508,1
50,75,30,0.0422,1
50,100,0,0.0066,1
50,100,15,0.0407,3
50,100,20,0.0409,2
50,100,25,0.0508,1
50,100,30,0.0422,1
75,25,0,0.076,3
75,25,15,0.0726,3
75,25,20,0.2336,5
75,25,25,0.3186,6
75,25,30,0.2171,6
75,50,0,0.0223,3
75,50,15,0.1095,5
75,50,20,0.0515,4
75,50,25,0.0449,3
75,50,30,0.0234,2
75,75,0,0.001,2
75,75,15,0.0529,4
75,75,20,0.0358,3
75,75,25,0.0376,3
75,75,30,0.02,1
75,100,0,0.0017,2
75,100,15,0.0402,4
75,100,20,0.0296,4
75,100,25,0.0322,2
75,100,30,0.0211,2
100,25,0,0.0475,3
100,25,15,0.0572,3
100,25,20,0.1934,5
100,25,25,0.2841,6
100,25,30,0.252,6
100,50,0,0.078,3
100,50,15,0.1914,5
100,50,20,0.2759,6
100,50,25,0.2121,6
100,50,30,0.1332,5
100,75,0,0.0065,2
100,75,15,0.1223,4
100,75,20,0.0471,3
100,75,25,0.0502,3
100,75,30,0.0272,2
100,100,0,0.0008,1
100,100,15,0.0516,4
100,100,20,0.0357,3
100,100,25,0.0376,3
100,100,30,0.02,1
125,25,0,0.1042,3
125,25,15,0.0887,3
125,25,20,0.2574,5
125,25,25,0.344,6
125,25,30,0.216,6
125,50,0,0.102,3
125,50,15,0.2542,5
125,50,20,0.2714,6
125,50,25,0.1921,6
125,50,30,0.097,5
125,75,0,0.1727,4
125,75,15,0.1561,5
125,75,20,0.0775,4
125,75,25,0.0544,3
125,75,30,0.0354,2
125,100,0,0.0021,2
125,100,15,0.0624,4
125,100,20,0.0467,3
125,100,25,0.0532,3
125,100,30,0.0393,1
150,25,0,0.0645,2
150,25,15,0.0689,1
150,25,20,0.1296,4
150,25,25,0.2555,6
150,25,30,0.3115,6
150,50,0,0.0604,3
150,50,15,0.1132,4
150,50,20,0.2792,6
150,50,25,0.2845,6
150,50,30,0.1905,6
150,75,0,0.0835,3
150,75,15,0.2541,5
150,75,20,0.2655,6
150,75,25,0.2204,6
150,75,30,0.0877,5
150,100,0,0.0172,3
150,100,15,0.1235,4
150,100,20,0.0589,3
150,100,25,0.0533,2
150,100,30,0.0257,2

Cult: arawak | Start: 4100 | Site: yarinacocha | Veg: 0.0
